preprocessing_time,inference_time,postprocessing_time,tracking_time,network_time
5.6841,29.2261,0.4330,3.4957,27.1611
5.7104,30.0667,0.4404,3.5274,29.2551
6.4442,29.3322,0.4308,3.3967,33.3961
6.2785,29.3126,0.4282,3.5415,29.4392
5.6958,29.5169,0.4280,3.5067,29.8526
5.6975,32.3994,0.4392,3.8390,28.6249
6.1421,31.0760,0.4301,3.6271,29.7247
5.6734,29.8748,0.4148,3.7637,27.2733
5.6427,29.9988,0.4134,3.9480,30.9972
6.2983,30.1852,0.4964,3.7982,30.2218
5.7218,29.9399,0.4120,3.7239,29.2025
5.5699,29.7952,0.4158,3.6807,27.5384
5.6772,29.9501,0.4158,3.7432,29.2137
5.6210,29.1781,0.4203,3.5605,29.2200
5.6803,29.3117,0.4160,3.5403,30.0517
6.2988,30.0627,0.4210,3.5489,26.6686
5.5740,28.4669,0.4041,3.4895,28.0655
5.5451,28.3732,0.4063,3.5875,31.0879
5.7120,29.2423,0.4144,3.5903,29.0410
5.6357,29.2542,0.4158,3.6798,26.0145
5.6343,30.2143,0.4127,3.5851,30.1536
5.8181,30.2851,0.4206,3.4933,26.9829
5.7025,29.2141,0.4153,3.4716,27.1964
5.5904,28.3597,0.4148,3.2642,29.3709
5.5594,28.6365,0.4134,3.2458,28.1449
5.6114,28.5037,0.4158,4.4651,28.0040
5.5330,29.4559,0.4134,3.5312,31.0665
5.5151,28.9416,0.4144,3.4821,27.6468
5.5707,27.3485,0.4134,3.0887,28.5787
5.9817,28.4340,0.4137,3.1638,31.0068
5.6474,29.2211,0.4406,3.1857,28.5052
5.7337,28.6844,0.4268,3.2575,27.8976
5.8260,29.5019,0.4399,3.1784,31.0538
6.5484,28.4462,0.4272,3.1757,23.4024
6.3269,28.5952,0.4268,3.1173,27.5338
5.7139,28.0111,0.4299,3.0775,31.7676
