Preprocessing,Inference,Postprocessing,Tracking,OpFlow
4.1825,112.0321,4.2242,1.2605,0.0000
4.3362,112.0688,3.9111,1.2847,0.0000
4.2053,111.9106,4.2421,1.2603,0.0000
4.1488,111.4912,4.8588,1.1389,0.0000
4.2011,111.8352,4.1933,1.0484,0.0000
4.3203,110.8712,3.7913,1.2306,0.0000
4.1427,111.9177,4.2095,1.2481,0.0000
4.1902,111.6451,4.3453,1.2263,0.0000
4.3319,112.0006,4.2271,1.0784,0.0000
4.3086,110.6973,3.9283,1.3390,0.0000
4.1487,111.8676,4.2098,1.2719,0.0000
4.1826,111.8119,4.4970,1.0199,0.0000
4.1415,112.5100,4.3350,1.1301,0.0000
4.2938,112.1313,3.8859,1.0354,0.0000
4.2283,111.6469,4.2201,1.0721,0.0000
4.2100,111.7934,4.8820,1.0656,0.0000
4.1858,110.8998,4.1539,0.9972,0.0000
4.3005,111.7981,3.8644,1.0044,0.0000
4.2091,112.1175,4.1780,1.0141,0.0000
4.1766,111.9315,4.2994,1.0616,0.0000
4.4063,111.5622,4.3060,1.0686,0.0000
4.3098,111.0610,3.8943,1.0649,0.0000
4.1676,109.6790,4.2008,1.0736,0.0000
4.1752,110.5833,4.3700,1.0222,0.0000
4.6267,109.8097,4.2049,1.0557,0.0000
4.2977,112.3197,3.8606,1.0551,0.0000
4.1382,110.0984,4.1604,1.0795,0.0000
4.1662,110.7373,4.7234,1.1080,0.0000
4.1480,110.0653,4.1670,0.9434,0.0000
4.3739,110.9997,3.8813,1.0132,0.0000
4.1850,110.0036,4.2323,0.9403,0.0000
4.1485,110.0223,4.3790,1.0212,0.0000
4.2059,110.6796,4.1896,1.0906,0.0000
4.3231,110.0056,3.9390,1.0964,0.0000
4.1914,110.7496,4.2487,1.0585,0.0000
4.1550,109.8817,4.3900,1.0312,0.0000
4.1347,110.7150,4.2398,1.4071,0.0000
4.3092,109.9492,3.9002,1.1018,0.0000
4.1879,109.9170,4.1683,0.9827,0.0000
4.1754,110.7160,4.2959,1.0120,0.0000
4.6960,109.9884,4.2185,1.0176,0.0000
4.2885,110.5446,3.9047,1.0549,0.0000
4.1693,109.9764,4.1850,1.0013,0.0000
4.1960,110.8429,4.3332,1.0985,0.0000
4.6082,110.0254,4.2157,1.0209,0.0000
4.3099,110.4495,3.9472,1.0122,0.0000
4.1785,109.8395,4.2340,1.0873,0.0000
4.1994,110.1582,4.3752,1.0335,0.0000
