preprocessing_time,inference_time,postprocessing_time,tracking_time,network_time
5.3425,37.9040,0.3278,3.3648,30.0609
5.3554,37.1649,0.3543,3.2823,27.8431
5.3051,37.4682,0.3264,3.1176,28.7828
5.3952,35.4686,0.3340,2.8164,31.9858
5.3115,36.1733,0.3271,2.9011,30.2870
5.3179,37.5776,0.3340,3.1786,28.5918
5.2679,37.4110,0.3262,3.1383,25.8567
5.3337,37.2589,0.3295,3.3531,28.7249
5.3234,37.3690,0.3259,3.5038,28.4779
5.2891,37.6499,0.3285,3.4404,27.2921
5.3244,37.9272,0.3281,3.5081,28.9123
5.4362,37.2562,0.3295,3.3586,30.6195
5.3146,37.3614,0.3285,3.5217,28.4738
5.4462,37.9882,0.3676,3.3445,31.8534
5.3089,37.3986,0.3312,3.4032,29.5582
5.3835,38.4834,0.3324,3.5305,31.2703
5.3396,39.4962,0.3343,3.7227,31.1073
6.5823,39.4773,0.3276,3.7582,28.8546
5.8639,37.8747,0.3300,3.4983,30.4331
5.5792,37.8499,0.3271,3.4831,28.7607
5.7049,37.8456,0.3517,3.5670,28.5309
5.3637,37.7460,0.3288,3.1931,32.3684
5.3763,37.0848,0.3273,3.2642,28.9473
5.5611,37.6563,0.3343,3.2525,29.1958
5.3916,39.0198,0.3581,3.4695,26.7610
5.3899,38.4629,0.3264,3.2258,32.5950
5.3999,36.7153,0.3300,3.0773,22.4775
5.3451,36.7858,0.3254,3.1271,26.4165
5.4107,36.8030,0.3326,3.2675,29.1862
5.3401,36.4513,0.3288,2.9898,25.8900
5.4381,38.0025,0.3297,3.3331,27.8966
6.5019,38.8615,0.3355,3.3066,30.9945
5.6057,38.7325,0.3297,3.2961,25.0359
5.3532,38.9626,0.3283,3.3162,34.0397
5.5602,37.8826,0.3293,3.2923,26.9357
5.4867,38.7089,0.3307,3.4678,33.0059
5.3635,38.9194,0.3293,3.4986,29.8893
5.3105,39.5868,0.3526,3.7920,33.9580
6.5224,40.2725,0.3347,3.3906,27.4798
6.0453,37.7026,0.3295,3.3970,30.5256
5.3661,39.2206,0.3912,3.5989,24.4232
5.3988,39.2671,0.3338,3.4785,26.5219
5.3341,39.4385,0.3295,3.6330,32.2649
5.4004,38.8896,0.3283,4.6883,28.6934
5.4147,40.6461,0.3390,3.7212,25.8789
5.3010,38.3403,0.3278,3.6983,29.3325
5.3461,38.2237,0.3283,3.5310,31.5709
5.3966,37.8947,0.3281,3.3436,28.0370
5.2865,37.8466,0.3285,3.3534,26.1851
5.3103,39.1366,0.3357,3.3898,30.8275
5.3694,38.4755,0.3288,3.5646,30.2617
5.3017,37.3461,0.3359,3.3131,28.7032
5.3241,38.8632,0.3290,3.3875,30.0962
5.3654,38.3942,0.3300,3.3910,26.5194
