Preprocessing,Inference,Postprocessing,Tracking,OpFlow
4.1616,46.5179,4.0989,15.0888,0.0000
0.0000,0.0000,0.0000,0.0000,12.2291
0.0000,0.0000,0.0000,0.0000,11.8595
4.0321,46.6054,4.0204,14.1838,0.0000
0.0000,0.0000,0.0000,0.0000,12.1071
0.0000,0.0000,0.0000,0.0000,12.6042
4.1859,46.5044,4.0916,12.0844,0.0000
0.0000,0.0000,0.0000,0.0000,15.2534
0.0000,0.0000,0.0000,0.0000,10.0422
3.9779,47.3133,3.9485,13.7945,0.0000
0.0000,0.0000,0.0000,0.0000,10.4197
0.0000,0.0000,0.0000,0.0000,9.7472
4.3064,46.9112,4.2205,11.7052,0.0000
0.0000,0.0000,0.0000,0.0000,10.3757
0.0000,0.0000,0.0000,0.0000,10.0873
3.9797,46.3739,3.8486,12.3630,0.0000
0.0000,0.0000,0.0000,0.0000,9.0448
0.0000,0.0000,0.0000,0.0000,9.9059
4.1967,46.4200,4.0859,13.0285,0.0000
0.0000,0.0000,0.0000,0.0000,9.1017
0.0000,0.0000,0.0000,0.0000,8.9154
4.1801,46.8883,3.9646,8.9712,0.0000
0.0000,0.0000,0.0000,0.0000,11.0642
0.0000,0.0000,0.0000,0.0000,9.4129
3.8700,46.8160,4.0734,9.9268,0.0000
0.0000,0.0000,0.0000,0.0000,6.8499
0.0000,0.0000,0.0000,0.0000,6.7461
4.2673,46.8700,4.0771,8.6443,0.0000
0.0000,0.0000,0.0000,0.0000,8.9949
0.0000,0.0000,0.0000,0.0000,8.0165
4.0093,46.5252,3.9440,8.3086,0.0000
0.0000,0.0000,0.0000,0.0000,7.2822
0.0000,0.0000,0.0000,0.0000,7.1497
4.1639,46.5399,4.0763,9.1682,0.0000
0.0000,0.0000,0.0000,0.0000,11.4614
0.0000,0.0000,0.0000,0.0000,8.3060
3.9435,46.5233,3.9786,9.5127,0.0000
0.0000,0.0000,0.0000,0.0000,9.1519
0.0000,0.0000,0.0000,0.0000,9.1923
4.1646,46.5927,4.1869,9.5483,0.0000
0.0000,0.0000,0.0000,0.0000,9.3018
0.0000,0.0000,0.0000,0.0000,8.5882
3.9946,46.3942,3.8085,9.9563,0.0000
0.0000,0.0000,0.0000,0.0000,10.4610
0.0000,0.0000,0.0000,0.0000,9.8286
