frame_number,prep_ms,inference_ms,post_ms,tracking_ms,opflow_ms
1,38.6719,125.4439,21.5494,0.1470,2.1809
2,0.0000,0.0000,0.0000,0.0281,6.5510
3,3.8586,109.5814,1.4866,0.1137,0.8870
4,0.0000,0.0000,0.0000,0.0256,6.8472
5,3.9106,109.2537,1.4307,0.1247,0.8172
6,0.0000,0.0000,0.0000,0.0266,7.0094
7,3.8486,109.5954,1.3412,0.1160,0.7800
8,0.0000,0.0000,0.0000,0.0268,6.9437
9,3.8887,109.5443,1.3951,0.1449,0.7569
10,0.0000,0.0000,0.0000,0.0257,7.4615
11,3.9377,109.3396,1.4670,0.1302,0.9159
12,0.0000,0.0000,0.0000,0.0339,10.9721
13,4.2373,109.4678,1.4167,0.1488,0.9149
14,0.0000,0.0000,0.0000,0.0288,9.3628
15,3.9369,109.3763,1.4389,0.1696,0.9035
16,0.0000,0.0000,0.0000,0.0279,9.1615
17,3.8767,109.3343,0.8264,0.1390,1.0624
18,0.0000,0.0000,0.0000,0.0302,9.5401
19,4.2238,110.3030,0.8416,0.1595,1.0271
20,0.0000,0.0000,0.0000,0.0339,10.9813
21,3.8914,109.9744,0.7358,0.1437,0.9458
22,0.0000,0.0000,0.0000,0.0294,10.1629
23,3.8868,110.0540,0.7214,0.1463,1.0406
24,0.0000,0.0000,0.0000,0.0301,9.2562
25,4.8919,111.4200,0.7722,0.1698,1.0040
26,0.0000,0.0000,0.0000,0.0321,10.5061
27,3.8983,109.8027,0.6972,0.1455,0.9876
28,0.0000,0.0000,0.0000,0.0268,9.9023
29,3.9054,110.0170,0.7404,0.1420,0.9528
30,0.0000,0.0000,0.0000,0.0301,8.6292
31,3.8748,109.8437,0.6885,0.1339,0.9989
32,0.0000,0.0000,0.0000,0.1047,9.4148
33,4.2290,110.3003,0.7380,0.1333,1.0235
34,0.0000,0.0000,0.0000,0.0291,8.6774
35,3.8898,109.9992,0.7090,0.1379,1.1412
36,0.0000,0.0000,0.0000,0.0291,8.6816
37,3.9533,110.2638,0.7004,0.1888,1.0688
38,0.0000,0.0000,0.0000,0.0280,8.6882
39,4.0228,109.8273,0.5429,0.1492,1.0944
40,0.0000,0.0000,0.0000,0.0267,8.4821
41,4.2028,109.8997,0.5326,0.1570,1.1458
42,0.0000,0.0000,0.0000,0.0279,7.8841
43,4.0170,110.1757,0.5414,0.1491,1.1416
44,0.0000,0.0000,0.0000,0.0277,7.8187
45,4.1975,109.9882,0.5893,0.1529,1.1117
46,0.0000,0.0000,0.0000,0.0290,8.5848
47,3.9680,110.3571,0.6087,0.1506,1.1112
48,0.0000,0.0000,0.0000,0.0291,9.0989
49,4.1418,110.8539,0.5859,0.1802,1.0539
50,0.0000,0.0000,0.0000,0.0293,9.5621
51,3.8967,109.9267,0.6057,0.1821,1.1260
52,0.0000,0.0000,0.0000,0.0317,9.0675
53,4.2151,110.2406,0.6149,0.1901,1.3104
54,0.0000,0.0000,0.0000,0.0317,12.0181
55,4.1278,110.5568,0.6031,0.1686,1.1803
56,0.0000,0.0000,0.0000,0.0323,12.4023
57,3.8903,109.9760,0.5914,0.1730,1.2220
58,0.0000,0.0000,0.0000,0.0314,10.5009
59,4.6259,110.3330,0.6695,0.2107,1.1992
60,0.0000,0.0000,0.0000,0.0317,12.3442
61,3.8691,109.9533,0.6350,0.1541,1.2959
62,0.0000,0.0000,0.0000,0.0321,11.2929
63,3.9113,110.6014,0.5931,0.1464,1.3430
64,0.0000,0.0000,0.0000,0.0315,11.5793
65,3.9556,110.1188,0.6067,0.1508,1.3003
66,0.0000,0.0000,0.0000,0.0320,11.7042
67,4.1219,110.6307,0.6061,0.1568,1.2286
68,0.0000,0.0000,0.0000,0.0324,12.6936
69,3.9019,110.6005,0.5937,0.1364,1.2251
70,0.0000,0.0000,0.0000,0.0323,12.1044
71,3.8894,109.9207,0.5868,0.1536,1.2129
72,0.0000,0.0000,0.0000,0.0323,10.7449
73,4.6269,111.4980,0.6010,0.1453,1.2519
74,0.0000,0.0000,0.0000,0.0333,12.8790
75,3.8678,109.5000,0.5680,0.1456,1.2040
76,0.0000,0.0000,0.0000,0.0322,11.3758
77,3.8901,109.5301,0.5729,0.1521,1.2163
78,0.0000,0.0000,0.0000,0.0334,11.2819
79,3.8953,109.5720,0.6286,0.1475,1.2328
80,0.0000,0.0000,0.0000,0.0395,11.8875
81,4.2330,110.0206,0.6733,0.1681,1.2109
82,0.0000,0.0000,0.0000,0.0323,11.3828
83,3.9144,109.5412,0.6232,0.1576,1.1864
84,0.0000,0.0000,0.0000,0.0308,12.2725
85,3.9736,110.7807,0.6281,0.1539,1.2361
86,0.0000,0.0000,0.0000,0.0321,11.5709
87,3.9325,109.4692,0.7418,0.1475,1.1909
88,0.0000,0.0000,0.0000,0.0335,13.1685
89,4.2051,109.1796,0.6455,0.1412,1.2775
90,0.0000,0.0000,0.0000,0.0331,11.2449
91,3.8800,109.7332,0.5975,0.1366,1.3492
92,0.0000,0.0000,0.0000,0.0317,11.1827
93,3.8892,109.3689,0.5931,0.1675,1.2955
94,0.0000,0.0000,0.0000,0.0323,11.7213
95,4.1973,109.3860,0.6641,0.1569,1.3686
96,0.0000,0.0000,0.0000,0.0321,12.3407
97,3.9633,110.8856,0.5847,0.1509,1.2320
98,0.0000,0.0000,0.0000,0.0349,12.0516
99,3.9003,109.5194,0.5746,0.1593,1.3252
100,0.0000,0.0000,0.0000,0.0319,10.0950
101,4.1971,109.9653,0.6319,0.1563,1.3490
102,0.0000,0.0000,0.0000,0.0345,11.0509
103,3.8776,109.5247,0.5037,0.1493,1.2750
104,0.0000,0.0000,0.0000,0.0339,11.3186
105,3.8890,109.6591,0.4906,0.1527,1.3725
106,0.0000,0.0000,0.0000,0.0310,11.6114
107,4.0231,111.0173,0.4810,0.1563,1.5262
108,0.0000,0.0000,0.0000,0.0294,10.8675
109,4.1947,109.4373,0.4594,0.1536,1.3181
110,0.0000,0.0000,0.0000,0.0284,8.6648
111,3.9252,109.6068,0.4609,0.1534,1.3682
112,0.0000,0.0000,0.0000,0.0307,9.0552
113,3.9682,110.3442,0.5073,0.1754,1.3354
114,0.0000,0.0000,0.0000,0.0286,8.6027
115,4.1329,109.7312,0.4554,0.1503,1.3824
116,0.0000,0.0000,0.0000,0.0299,9.6217
117,3.8886,110.0537,0.4558,0.1466,1.4263
118,0.0000,0.0000,0.0000,0.0301,8.9014
119,4.5207,109.4554,0.4818,0.1590,1.8294
120,0.0000,0.0000,0.0000,0.0283,7.9764
121,3.9058,111.6628,0.4522,0.1576,1.5027
122,0.0000,0.0000,0.0000,0.0280,7.7563
123,3.8950,110.4787,0.4570,0.1440,1.2085
124,0.0000,0.0000,0.0000,0.0278,14.7652
125,4.2785,111.1385,0.4828,0.1464,1.4292
126,0.0000,0.0000,0.0000,0.0270,7.8940
127,3.8761,110.5546,0.4443,0.1454,1.4487
128,0.0000,0.0000,0.0000,0.0268,8.0398
129,4.2407,110.5556,0.4941,0.1541,1.4803
130,0.0000,0.0000,0.0000,0.0291,8.3904
131,4.0442,109.5795,0.4871,0.1483,1.4978
132,0.0000,0.0000,0.0000,0.0290,9.1412
133,4.1599,110.5109,0.4932,0.1409,1.6375
134,0.0000,0.0000,0.0000,0.0293,8.8779
135,4.0738,111.0104,0.5069,0.1842,1.4376
136,0.0000,0.0000,0.0000,0.0277,8.0120
137,4.1736,110.2113,0.4642,0.1561,1.5855
138,0.0000,0.0000,0.0000,0.0296,9.4902
139,4.5529,110.2339,0.5090,0.1563,2.4582
140,0.0000,0.0000,0.0000,0.0291,9.0479
141,3.9843,110.9830,0.4602,0.1385,1.6272
142,0.0000,0.0000,0.0000,0.0294,8.8857
143,3.8479,110.4903,0.4707,0.1603,1.8999
144,0.0000,0.0000,0.0000,0.0310,9.5686
145,5.4910,111.0248,0.4892,0.1375,1.6941
146,0.0000,0.0000,0.0000,0.0278,9.6739
147,3.8969,110.1004,0.4746,0.1344,2.0817
148,0.0000,0.0000,0.0000,0.0286,10.2296
149,3.9334,109.5618,0.4578,0.1372,1.9126
150,0.0000,0.0000,0.0000,0.0367,9.2914
151,4.2707,110.3149,0.5118,0.1435,2.7237
152,0.0000,0.0000,0.0000,0.0290,10.8553
153,3.8749,109.3877,0.4673,0.1624,2.4720
154,0.0000,0.0000,0.0000,0.0295,14.8253
155,4.2246,110.0639,0.4941,0.1516,2.5897
156,0.0000,0.0000,0.0000,0.0277,11.0696
157,4.0118,110.1907,0.4765,0.1431,2.2415
158,0.0000,0.0000,0.0000,0.0215,8.6279
159,4.1849,110.8879,0.4828,0.1504,2.4930
160,0.0000,0.0000,0.0000,0.0222,9.5627
161,3.9976,110.6758,0.5010,0.1815,2.5348
162,0.0000,0.0000,0.0000,0.0268,10.9141
163,4.2044,110.5978,0.4870,0.1425,3.6825
164,0.0000,0.0000,0.0000,0.0265,9.8816
165,3.9408,110.9638,0.5124,0.1683,2.8550
166,0.0000,0.0000,0.0000,0.0263,11.0149
167,4.1563,110.7116,0.4917,0.1750,2.5166
168,0.0000,0.0000,0.0000,0.0225,10.2779
169,3.8967,110.9398,0.4704,0.1726,2.4106
170,0.0000,0.0000,0.0000,0.0209,8.6514
171,3.9408,110.3761,0.5433,0.1825,2.8116
172,0.0000,0.0000,0.0000,0.0301,11.7746
173,4.1067,110.1702,0.5488,0.1818,3.7086
174,0.0000,0.0000,0.0000,0.0328,11.9683
175,3.9303,110.0875,0.5336,0.2067,2.5362
176,0.0000,0.0000,0.0000,0.0286,11.7093
177,4.4354,110.2499,0.5291,0.1648,2.5209
178,0.0000,0.0000,0.0000,0.0282,12.0237
179,3.8928,110.2800,0.5135,0.1906,2.3790
