frame_number,prep_ms,inference_ms,post_ms,tracking_ms,opflow_ms
1,46.9658,79.0072,21.5703,0.1177,0.9793
2,0.0000,0.0000,0.0000,0.0291,6.5492
3,0.0000,0.0000,0.0000,0.0275,6.4428
4,4.2023,69.6809,1.6494,0.1309,0.8719
5,0.0000,0.0000,0.0000,0.0267,6.5902
6,0.0000,0.0000,0.0000,0.0282,7.0627
7,4.1664,69.9177,1.6268,0.1346,0.7823
8,0.0000,0.0000,0.0000,0.0280,9.5337
9,0.0000,0.0000,0.0000,0.0280,9.2533
10,4.2101,70.0503,1.3534,0.1319,0.8130
11,0.0000,0.0000,0.0000,0.0285,9.1267
12,0.0000,0.0000,0.0000,0.0287,8.3722
13,3.8715,69.6801,1.5307,0.1482,0.8399
14,0.0000,0.0000,0.0000,0.0272,8.9107
15,0.0000,0.0000,0.0000,0.0298,8.7652
16,3.9029,69.5940,1.6775,0.1565,0.9705
17,0.0000,0.0000,0.0000,0.0271,10.3669
18,0.0000,0.0000,0.0000,0.0314,9.0638
19,4.4753,70.4623,1.5465,0.1506,0.9782
20,0.0000,0.0000,0.0000,0.0293,10.5205
21,0.0000,0.0000,0.0000,0.0285,9.1220
22,4.2882,70.1009,1.6890,0.1790,1.0179
23,0.0000,0.0000,0.0000,0.0304,9.8444
24,0.0000,0.0000,0.0000,0.0286,9.4125
25,4.3180,69.9738,0.9504,0.1655,0.9846
26,0.0000,0.0000,0.0000,0.0314,9.6643
27,0.0000,0.0000,0.0000,0.0302,9.9771
28,4.1416,69.4611,0.8282,0.1912,1.0245
29,0.0000,0.0000,0.0000,0.0293,8.2821
30,0.0000,0.0000,0.0000,0.0317,8.6868
31,4.1473,69.5850,0.8009,0.1584,0.9287
32,0.0000,0.0000,0.0000,0.0304,10.6238
33,0.0000,0.0000,0.0000,0.0297,8.1150
34,4.1607,69.6362,0.7421,0.1605,0.8824
35,0.0000,0.0000,0.0000,0.0297,9.3881
36,0.0000,0.0000,0.0000,0.0288,8.5780
37,4.3065,69.7348,0.7354,0.1517,0.9128
38,0.0000,0.0000,0.0000,0.0282,7.7309
39,0.0000,0.0000,0.0000,0.0277,9.8910
40,4.3124,69.7079,0.6877,0.2085,1.0069
41,0.0000,0.0000,0.0000,0.0294,7.7346
42,0.0000,0.0000,0.0000,0.0273,7.9180
43,4.1582,69.8899,0.6967,0.1577,0.9716
44,0.0000,0.0000,0.0000,0.0276,7.7891
45,0.0000,0.0000,0.0000,0.0284,8.6682
46,4.1457,70.1010,0.8773,0.1726,0.8994
47,0.0000,0.0000,0.0000,0.0298,8.7952
48,0.0000,0.0000,0.0000,0.0282,9.3671
49,4.2724,69.7314,0.8553,0.1660,0.9728
50,0.0000,0.0000,0.0000,0.0300,9.2359
51,0.0000,0.0000,0.0000,0.0293,8.9772
52,4.1847,69.8471,0.6440,0.1820,1.0150
53,0.0000,0.0000,0.0000,0.0314,10.2877
54,0.0000,0.0000,0.0000,0.0334,10.2480
55,4.1972,69.5960,0.6757,0.1723,1.0034
56,0.0000,0.0000,0.0000,0.0318,10.5994
57,0.0000,0.0000,0.0000,0.0327,9.6800
58,4.1890,69.8870,0.6449,0.1699,1.0671
59,0.0000,0.0000,0.0000,0.0311,11.1429
60,0.0000,0.0000,0.0000,0.0313,10.3091
61,4.1993,69.4466,0.6208,0.1716,1.0839
62,0.0000,0.0000,0.0000,0.0311,10.6938
63,0.0000,0.0000,0.0000,0.0328,10.1204
64,4.3154,69.9277,0.6354,0.1626,1.0842
65,0.0000,0.0000,0.0000,0.0306,11.1858
66,0.0000,0.0000,0.0000,0.0315,10.8266
67,4.2496,69.5991,0.6369,0.1702,1.1258
68,0.0000,0.0000,0.0000,0.0315,10.1729
69,0.0000,0.0000,0.0000,0.0319,10.4348
70,4.2019,69.6694,0.6248,0.1728,1.1508
71,0.0000,0.0000,0.0000,0.0346,11.4661
72,0.0000,0.0000,0.0000,0.0355,11.2489
73,4.1888,69.6635,0.6360,0.1735,1.2394
74,0.0000,0.0000,0.0000,0.0326,11.7882
75,0.0000,0.0000,0.0000,0.0331,12.1142
76,4.1536,69.6406,0.6506,0.1659,1.1845
77,0.0000,0.0000,0.0000,0.0335,12.8507
78,0.0000,0.0000,0.0000,0.0342,11.7473
79,4.2219,69.6277,0.6443,0.1560,1.1310
80,0.0000,0.0000,0.0000,0.0347,11.3359
81,0.0000,0.0000,0.0000,0.0352,10.5308
82,4.1544,69.8731,0.6873,0.1788,1.2287
83,0.0000,0.0000,0.0000,0.0334,12.1455
84,0.0000,0.0000,0.0000,0.0302,10.4392
85,4.2151,69.6097,0.6650,0.1825,1.1210
86,0.0000,0.0000,0.0000,0.0324,12.0840
87,0.0000,0.0000,0.0000,0.0323,10.9763
88,4.1354,69.9000,0.6794,0.1767,1.2389
89,0.0000,0.0000,0.0000,0.0330,12.9219
90,0.0000,0.0000,0.0000,0.0329,11.1320
91,4.2472,69.7550,0.6309,0.1558,1.1499
92,0.0000,0.0000,0.0000,0.0330,12.6111
93,0.0000,0.0000,0.0000,0.0322,14.5173
94,4.1588,69.6724,0.7084,0.1815,1.3500
95,0.0000,0.0000,0.0000,0.0332,12.0579
96,0.0000,0.0000,0.0000,0.0333,11.0598
97,4.2367,69.7114,0.6341,0.1610,1.2862
98,0.0000,0.0000,0.0000,0.0330,11.5820
99,0.0000,0.0000,0.0000,0.0326,11.2508
100,4.1841,69.5883,0.6623,0.1681,1.2576
101,0.0000,0.0000,0.0000,0.0322,12.6561
102,0.0000,0.0000,0.0000,0.0306,10.0941
103,4.2001,69.5994,0.5957,0.1597,1.2077
104,0.0000,0.0000,0.0000,0.0327,11.6790
105,0.0000,0.0000,0.0000,0.0354,11.3396
106,4.2131,69.8573,0.6264,0.1639,1.1408
107,0.0000,0.0000,0.0000,0.0295,8.9110
108,0.0000,0.0000,0.0000,0.0305,9.8501
109,4.2334,69.6193,0.5735,0.1624,1.2018
110,0.0000,0.0000,0.0000,0.0306,10.6606
111,0.0000,0.0000,0.0000,0.0297,8.9298
112,4.1914,69.6949,0.5988,0.1602,1.3622
113,0.0000,0.0000,0.0000,0.0319,9.3090
114,0.0000,0.0000,0.0000,0.0310,8.7584
115,4.1768,69.7545,0.5810,0.1594,1.3223
116,0.0000,0.0000,0.0000,0.0304,9.1713
117,0.0000,0.0000,0.0000,0.0301,8.8662
118,4.2974,69.9166,0.5845,0.1480,1.4317
119,0.0000,0.0000,0.0000,0.0298,9.2745
