frame_number,prep_ms,inference_ms,post_ms,tracking_ms,opflow_ms
1,40.7510,120.2207,21.5548,0.1051,2.0901
2,0.0000,0.0000,0.0000,0.0289,6.0100
3,0.0000,0.0000,0.0000,0.0264,5.6768
4,0.0000,0.0000,0.0000,0.0258,5.4726
5,0.0000,0.0000,0.0000,0.0262,5.2928
6,0.0000,0.0000,0.0000,0.0258,5.5813
7,3.6891,109.2474,1.3080,0.1160,0.8169
8,0.0000,0.0000,0.0000,0.0257,6.7041
9,0.0000,0.0000,0.0000,0.0253,7.5577
10,0.0000,0.0000,0.0000,0.0281,7.5563
11,0.0000,0.0000,0.0000,0.0279,7.3865
12,0.0000,0.0000,0.0000,0.0298,7.5999
13,3.9747,110.5594,1.4007,0.1393,0.8048
14,0.0000,0.0000,0.0000,0.0250,7.3099
15,0.0000,0.0000,0.0000,0.0286,7.0998
16,0.0000,0.0000,0.0000,0.0262,7.4616
17,0.0000,0.0000,0.0000,0.0270,7.6046
18,0.0000,0.0000,0.0000,0.0267,7.2836
19,4.0677,111.6993,1.6953,0.1386,0.8192
20,0.0000,0.0000,0.0000,0.0283,7.2850
21,0.0000,0.0000,0.0000,0.0264,8.3912
22,0.0000,0.0000,0.0000,0.0277,7.0381
23,0.0000,0.0000,0.0000,0.0277,7.2748
24,0.0000,0.0000,0.0000,0.0274,7.0033
25,4.0618,110.2021,1.3906,0.1240,0.9258
26,0.0000,0.0000,0.0000,0.0294,10.5319
27,0.0000,0.0000,0.0000,0.0475,10.0864
28,0.0000,0.0000,0.0000,0.0324,9.6426
29,0.0000,0.0000,0.0000,0.0306,9.9773
30,0.0000,0.0000,0.0000,0.0487,10.0255
31,3.9152,110.2193,1.0336,0.1399,0.9231
32,0.0000,0.0000,0.0000,0.0294,8.5068
33,0.0000,0.0000,0.0000,0.0291,9.6375
34,0.0000,0.0000,0.0000,0.0290,9.1226
35,0.0000,0.0000,0.0000,0.0289,7.9168
36,0.0000,0.0000,0.0000,0.0280,9.0716
37,3.7996,110.5035,1.0612,0.1331,0.9494
38,0.0000,0.0000,0.0000,0.0279,7.9855
39,0.0000,0.0000,0.0000,0.0298,9.5233
40,0.0000,0.0000,0.0000,0.0295,7.8162
41,0.0000,0.0000,0.0000,0.0291,7.3624
42,0.0000,0.0000,0.0000,0.0291,6.9828
43,3.6327,109.8545,1.0617,0.1427,0.8669
44,0.0000,0.0000,0.0000,0.0284,6.8537
45,0.0000,0.0000,0.0000,0.0279,7.6600
46,0.0000,0.0000,0.0000,0.0252,6.5108
47,0.0000,0.0000,0.0000,0.0269,7.2983
48,0.0000,0.0000,0.0000,0.0262,6.6910
49,3.5443,109.5267,1.4851,0.1503,0.8883
50,0.0000,0.0000,0.0000,0.0284,9.0063
51,0.0000,0.0000,0.0000,0.0288,8.2408
52,0.0000,0.0000,0.0000,0.0278,8.0615
53,0.0000,0.0000,0.0000,0.0286,8.0546
54,0.0000,0.0000,0.0000,0.0288,7.8213
55,3.7715,110.2336,0.8337,0.1580,1.1023
56,0.0000,0.0000,0.0000,0.0306,11.9240
57,0.0000,0.0000,0.0000,0.0324,10.7838
58,0.0000,0.0000,0.0000,0.0326,10.9054
59,0.0000,0.0000,0.0000,0.0316,10.3991
60,0.0000,0.0000,0.0000,0.0319,10.4115
61,3.6648,110.2655,0.8734,0.1811,1.1281
62,0.0000,0.0000,0.0000,0.0319,11.4790
63,0.0000,0.0000,0.0000,0.0313,10.7077
64,0.0000,0.0000,0.0000,0.0320,10.1602
65,0.0000,0.0000,0.0000,0.0347,10.6593
66,0.0000,0.0000,0.0000,0.0336,10.6045
67,3.6409,109.6873,0.7657,0.1580,1.1575
68,0.0000,0.0000,0.0000,0.0322,11.5163
69,0.0000,0.0000,0.0000,0.0330,9.9413
70,0.0000,0.0000,0.0000,0.0346,11.1187
71,0.0000,0.0000,0.0000,0.0319,10.4585
72,0.0000,0.0000,0.0000,0.0326,9.8504
73,3.6457,109.9843,0.7518,0.1477,1.1415
74,0.0000,0.0000,0.0000,0.0322,11.3469
75,0.0000,0.0000,0.0000,0.0328,11.2109
76,0.0000,0.0000,0.0000,0.0347,10.7716
77,0.0000,0.0000,0.0000,0.0328,10.5269
78,0.0000,0.0000,0.0000,0.0318,11.5265
79,3.8842,109.7844,0.9037,0.1488,1.1050
80,0.0000,0.0000,0.0000,0.0328,11.0259
81,0.0000,0.0000,0.0000,0.0315,10.5473
82,0.0000,0.0000,0.0000,0.0305,10.0164
83,0.0000,0.0000,0.0000,0.0329,10.8541
84,0.0000,0.0000,0.0000,0.0319,10.5854
85,3.6742,110.2061,0.8312,0.1546,1.2318
86,0.0000,0.0000,0.0000,0.0351,11.3734
87,0.0000,0.0000,0.0000,0.0329,10.9240
88,0.0000,0.0000,0.0000,0.0323,11.1467
89,0.0000,0.0000,0.0000,0.0322,10.4117
90,0.0000,0.0000,0.0000,0.0322,10.2801
91,3.6581,110.0789,0.8320,0.1424,1.2788
92,0.0000,0.0000,0.0000,0.0344,11.1829
93,0.0000,0.0000,0.0000,0.0346,10.5795
94,0.0000,0.0000,0.0000,0.0313,9.7654
95,0.0000,0.0000,0.0000,0.0312,10.0332
96,0.0000,0.0000,0.0000,0.0319,10.0020
97,3.8264,110.1388,0.7978,0.1858,1.2582
98,0.0000,0.0000,0.0000,0.0323,12.2928
99,0.0000,0.0000,0.0000,0.0330,10.4545
100,0.0000,0.0000,0.0000,0.0320,11.3974
101,0.0000,0.0000,0.0000,0.0477,10.0508
102,0.0000,0.0000,0.0000,0.0313,9.5216
103,3.5907,109.8469,0.6142,0.1481,1.3697
104,0.0000,0.0000,0.0000,0.0309,10.8206
105,0.0000,0.0000,0.0000,0.0349,10.1908
106,0.0000,0.0000,0.0000,0.0314,11.0679
107,0.0000,0.0000,0.0000,0.0330,10.6804
108,0.0000,0.0000,0.0000,0.0313,11.6798
109,3.6395,109.5656,0.5121,0.1413,1.2767
110,0.0000,0.0000,0.0000,0.0305,8.8086
111,0.0000,0.0000,0.0000,0.0304,8.0767
112,0.0000,0.0000,0.0000,0.0295,8.8616
113,0.0000,0.0000,0.0000,0.0321,9.5424
114,0.0000,0.0000,0.0000,0.0306,9.2916
115,3.8148,109.9760,0.4823,0.1593,1.2800
116,0.0000,0.0000,0.0000,0.0289,8.8529
117,0.0000,0.0000,0.0000,0.0298,8.8098
118,0.0000,0.0000,0.0000,0.0306,8.8228
119,0.0000,0.0000,0.0000,0.0302,9.5924
120,0.0000,0.0000,0.0000,0.0293,8.5183
121,4.3456,112.1073,0.5033,0.1425,1.2869
122,0.0000,0.0000,0.0000,0.0278,7.5968
123,0.0000,0.0000,0.0000,0.0275,7.6213
124,0.0000,0.0000,0.0000,0.0286,7.2135
125,0.0000,0.0000,0.0000,0.0282,7.7682
126,0.0000,0.0000,0.0000,0.0296,7.4963
127,3.9703,111.1708,0.5084,0.1384,1.4667
128,0.0000,0.0000,0.0000,0.0275,7.8043
129,0.0000,0.0000,0.0000,0.0284,7.4082
130,0.0000,0.0000,0.0000,0.0283,7.2592
131,0.0000,0.0000,0.0000,0.0276,7.7963
132,0.0000,0.0000,0.0000,0.0293,7.6387
133,3.7570,110.1728,0.5453,0.1590,1.5760
134,0.0000,0.0000,0.0000,0.0296,8.7615
135,0.0000,0.0000,0.0000,0.0279,8.9793
136,0.0000,0.0000,0.0000,0.0300,9.1609
137,0.0000,0.0000,0.0000,0.0286,12.0035
138,0.0000,0.0000,0.0000,0.0288,9.5438
139,3.7047,110.8416,0.5241,0.1633,1.5672
140,0.0000,0.0000,0.0000,0.0275,8.5915
141,0.0000,0.0000,0.0000,0.0257,7.5861
142,0.0000,0.0000,0.0000,0.0380,8.4563
143,0.0000,0.0000,0.0000,0.0273,7.9023
144,0.0000,0.0000,0.0000,0.0289,7.6572
145,3.8982,110.2110,0.4894,0.1535,1.8481
146,0.0000,0.0000,0.0000,0.0286,7.7219
147,0.0000,0.0000,0.0000,0.0271,7.5236
148,0.0000,0.0000,0.0000,0.0289,8.6071
149,0.0000,0.0000,0.0000,0.0285,9.6890
150,0.0000,0.0000,0.0000,0.0233,7.3877
151,3.6285,109.6974,0.5177,0.1460,2.0109
152,0.0000,0.0000,0.0000,0.0294,8.8926
153,0.0000,0.0000,0.0000,0.0278,10.4267
154,0.0000,0.0000,0.0000,0.0276,9.4268
155,0.0000,0.0000,0.0000,0.0279,7.6989
156,0.0000,0.0000,0.0000,0.0242,7.9342
157,4.1716,111.3260,0.4932,0.1414,1.9658
158,0.0000,0.0000,0.0000,0.0209,8.0502
159,0.0000,0.0000,0.0000,0.0217,5.1949
160,0.0000,0.0000,0.0000,0.0222,5.3879
161,0.0000,0.0000,0.0000,0.0224,5.2721
162,0.0000,0.0000,0.0000,0.0225,5.0513
163,3.8674,111.5081,0.5531,0.1620,2.2324
164,0.0000,0.0000,0.0000,0.0225,9.2413
165,0.0000,0.0000,0.0000,0.0232,7.7153
166,0.0000,0.0000,0.0000,0.0264,8.0148
167,0.0000,0.0000,0.0000,0.0246,6.3784
168,0.0000,0.0000,0.0000,0.0245,7.6374
169,3.8514,111.4050,0.4865,0.1712,2.0898
170,0.0000,0.0000,0.0000,0.0205,7.9985
171,0.0000,0.0000,0.0000,0.0222,6.2202
172,0.0000,0.0000,0.0000,0.0224,6.5461
173,0.0000,0.0000,0.0000,0.0236,5.9383
174,0.0000,0.0000,0.0000,0.0228,5.9513
175,4.1973,113.1637,0.6396,0.2112,2.0803
176,0.0000,0.0000,0.0000,0.0283,10.8876
177,0.0000,0.0000,0.0000,0.0272,6.9455
178,0.0000,0.0000,0.0000,0.0274,7.8219
179,0.0000,0.0000,0.0000,0.0278,7.9653
180,0.0000,0.0000,0.0000,0.0299,8.6836
181,4.5747,113.3801,0.6094,0.1726,2.0748
182,0.0000,0.0000,0.0000,0.0212,9.7620
183,0.0000,0.0000,0.0000,0.0249,6.6558
184,0.0000,0.0000,0.0000,0.0255,7.6844
185,0.0000,0.0000,0.0000,0.0246,6.4832
186,0.0000,0.0000,0.0000,0.0246,5.7852
187,5.1765,116.9207,0.7266,0.2590,3.1287
188,0.0000,0.0000,0.0000,0.0325,11.3342
189,0.0000,0.0000,0.0000,0.0302,9.7575
190,0.0000,0.0000,0.0000,0.0299,9.6405
191,0.0000,0.0000,0.0000,0.0304,8.4323
