frame_number,prep_ms,inference_ms,post_ms,tracking_ms,opflow_ms
1,41.7775,78.0725,21.5109,0.1194,0.9760
2,0.0000,0.0000,0.0000,0.0286,6.9328
3,3.8789,69.3589,1.4801,0.1595,0.7734
4,0.0000,0.0000,0.0000,0.0458,6.5087
5,3.8779,69.6073,1.5409,0.1447,0.8297
6,0.0000,0.0000,0.0000,0.0299,8.5675
7,3.8870,69.1646,1.6142,0.1377,0.8487
8,0.0000,0.0000,0.0000,0.0286,10.3536
9,3.8852,69.1216,1.4655,0.1327,0.8188
10,0.0000,0.0000,0.0000,0.0302,9.1593
11,3.8747,69.2292,1.4498,0.1472,0.8088
12,0.0000,0.0000,0.0000,0.0278,8.7882
13,3.8471,69.2273,1.5981,0.1440,0.8706
14,0.0000,0.0000,0.0000,0.0286,9.0125
15,3.8606,69.2911,1.7546,0.1508,1.0296
16,0.0000,0.0000,0.0000,0.0295,12.4301
17,4.3096,69.6122,0.8608,0.1549,1.0182
18,0.0000,0.0000,0.0000,0.0289,9.7835
19,3.8789,69.3014,0.8324,0.1672,1.0421
20,0.0000,0.0000,0.0000,0.0317,11.7124
21,3.8757,69.3755,0.7852,0.1683,1.0057
22,0.0000,0.0000,0.0000,0.0293,12.3814
23,4.2874,69.3962,0.9401,0.1625,0.9816
24,0.0000,0.0000,0.0000,0.0298,9.8937
25,3.8785,69.2091,0.9277,0.1628,1.0329
26,0.0000,0.0000,0.0000,0.0306,10.2710
27,3.9236,69.1128,0.7682,0.1645,0.9816
28,0.0000,0.0000,0.0000,0.0296,9.4906
29,3.9725,69.5246,0.7483,0.1504,1.0393
30,0.0000,0.0000,0.0000,0.0316,10.3433
31,4.2069,69.4226,0.7990,0.1755,1.2666
32,0.0000,0.0000,0.0000,0.0306,10.0370
33,3.8847,69.3875,0.6398,0.1565,1.0087
34,0.0000,0.0000,0.0000,0.0284,8.8300
35,4.5885,69.5754,0.5894,0.1579,1.0642
36,0.0000,0.0000,0.0000,0.0299,8.8285
37,4.2105,69.4079,0.5384,0.1546,1.0106
38,0.0000,0.0000,0.0000,0.0277,8.6835
39,3.9126,69.3102,0.5247,0.1542,1.0207
40,0.0000,0.0000,0.0000,0.0267,6.8228
41,4.5554,69.5656,0.5889,0.1457,1.0374
42,0.0000,0.0000,0.0000,0.0261,7.7195
43,4.0333,69.7518,0.5528,0.1592,0.9910
44,0.0000,0.0000,0.0000,0.0280,8.3429
45,3.9237,69.3255,0.5605,0.1661,1.0382
46,0.0000,0.0000,0.0000,0.0280,8.9895
47,3.9021,69.1361,0.5841,0.1870,1.0444
48,0.0000,0.0000,0.0000,0.0293,10.1229
49,4.2242,69.4430,0.6209,0.1654,0.9747
50,0.0000,0.0000,0.0000,0.0286,9.1309
51,4.2119,69.7345,0.6443,0.1643,1.0974
52,0.0000,0.0000,0.0000,0.0303,10.0720
53,4.1778,69.4694,0.6925,0.1699,1.1882
54,0.0000,0.0000,0.0000,0.0312,11.3208
55,3.8740,69.2561,0.6303,0.1711,1.2512
56,0.0000,0.0000,0.0000,0.0293,9.4207
57,3.9174,69.7808,0.6473,0.1613,1.1134
58,0.0000,0.0000,0.0000,0.0297,12.5662
59,4.2067,69.4350,0.6328,0.1589,1.2034
60,0.0000,0.0000,0.0000,0.0298,9.9505
61,4.2033,69.4965,0.6295,0.1843,1.1829
62,0.0000,0.0000,0.0000,0.0295,8.6051
63,4.0790,69.3591,0.6388,0.1652,1.1186
64,0.0000,0.0000,0.0000,0.0299,10.2602
65,4.1890,69.4998,0.6290,0.1544,1.1783
66,0.0000,0.0000,0.0000,0.0312,11.0549
67,4.1705,69.3545,0.6656,0.1632,1.1991
68,0.0000,0.0000,0.0000,0.0295,9.8987
69,4.1769,69.6063,0.6460,0.1561,1.1905
70,0.0000,0.0000,0.0000,0.0332,12.0991
71,4.1514,69.3840,0.6950,0.1581,1.2888
72,0.0000,0.0000,0.0000,0.0329,11.4568
73,3.8811,69.3046,0.6196,0.1939,1.1874
74,0.0000,0.0000,0.0000,0.0315,12.0261
75,3.9491,69.3765,0.6236,0.1656,1.2872
76,0.0000,0.0000,0.0000,0.0336,10.3015
77,4.1968,69.3566,0.6533,0.2008,1.2198
78,0.0000,0.0000,0.0000,0.0336,12.0963
79,4.2547,69.4977,0.6691,0.1811,1.2115
80,0.0000,0.0000,0.0000,0.0363,12.3053
81,4.1603,69.5059,0.7486,0.1657,1.2578
82,0.0000,0.0000,0.0000,0.0321,11.8195
83,3.9020,69.4045,0.6634,0.1687,1.3536
84,0.0000,0.0000,0.0000,0.0341,12.9969
85,3.9377,69.5732,0.7026,0.1582,2.1202
86,0.0000,0.0000,0.0000,0.0325,12.3582
87,4.3594,70.5613,0.7142,0.1831,1.2404
88,0.0000,0.0000,0.0000,0.0354,12.0085
89,4.2000,69.4280,0.6723,0.2102,1.3561
90,0.0000,0.0000,0.0000,0.0339,12.2155
91,4.1058,70.0027,0.5813,0.1605,1.3091
92,0.0000,0.0000,0.0000,0.0324,11.5935
93,4.2137,69.6078,0.5649,0.1639,1.2242
94,0.0000,0.0000,0.0000,0.0355,11.2498
95,4.0002,69.3680,0.5865,0.1561,1.3652
96,0.0000,0.0000,0.0000,0.0344,19.7235
97,4.0296,69.5664,0.5667,0.1602,1.3496
98,0.0000,0.0000,0.0000,0.0344,12.9947
99,4.2449,69.6403,0.5467,0.1795,1.3870
100,0.0000,0.0000,0.0000,0.0479,16.6776
101,4.3078,69.4288,0.5595,0.1644,1.4948
102,0.0000,0.0000,0.0000,0.0335,11.7341
103,4.2450,69.4963,0.5251,0.1632,1.3993
104,0.0000,0.0000,0.0000,0.0326,11.5871
105,4.1837,69.4695,0.5026,0.1736,1.2892
106,0.0000,0.0000,0.0000,0.0317,11.5857
107,4.1047,69.6023,0.4964,0.1534,1.4088
108,0.0000,0.0000,0.0000,0.0294,8.7600
109,4.1943,69.4008,0.5191,0.1577,1.3656
110,0.0000,0.0000,0.0000,0.0311,9.0066
111,4.6376,69.7193,0.5003,0.1567,1.3391
112,0.0000,0.0000,0.0000,0.0304,9.1014
113,4.2331,69.4832,0.5158,0.1549,1.2644
114,0.0000,0.0000,0.0000,0.0305,8.7249
115,3.9031,69.3631,0.4620,0.1537,1.2886
