Preprocessing,Inference,Postprocessing,Tracking,OpFlow
4.4824,46.6656,4.0617,0.8682,0.0000
4.2706,46.3456,3.8227,0.9032,0.0000
4.1872,46.6045,4.0531,0.8962,0.0000
4.1412,46.5965,4.1900,0.8708,0.0000
4.5046,46.5762,4.0695,0.8862,0.0000
4.2823,46.6910,3.7493,0.9161,0.0000
4.1896,46.6368,4.0111,0.9546,0.0000
4.1552,46.5294,4.2053,0.8342,0.0000
4.9287,46.5722,4.0682,0.8584,0.0000
4.3167,46.6084,3.9876,0.7955,0.0000
4.1746,46.6122,4.0585,0.8573,0.0000
4.1729,46.6567,4.0441,0.8987,0.0000
4.1586,46.6272,4.2004,0.8534,0.0000
5.2611,46.6113,4.0552,0.8842,0.0000
4.1453,46.5646,4.1043,0.8832,0.0000
4.2612,46.5339,4.2169,0.8765,0.0000
4.1770,46.5966,4.0378,0.8861,0.0000
4.1613,46.5792,4.1135,0.8656,0.0000
4.1708,46.5931,4.2170,0.9218,0.0000
4.3731,46.7192,4.0939,0.8806,0.0000
4.1973,46.5707,4.1152,0.8639,0.0000
4.2848,46.4485,3.7237,0.8558,0.0000
4.1894,46.6226,4.0890,0.8834,0.0000
4.1548,46.6624,4.2139,0.8616,0.0000
4.3877,46.6077,4.1259,0.8134,0.0000
4.2817,46.3787,3.8476,0.8637,0.0000
4.1788,46.5502,4.1204,0.8637,0.0000
4.1589,46.6218,4.1681,0.8505,0.0000
4.4793,46.5513,4.1009,0.8408,0.0000
4.3291,46.6546,3.7571,0.8521,0.0000
4.1604,46.6518,4.0649,0.8274,0.0000
4.1735,46.6593,4.1614,0.8233,0.0000
4.5171,46.5809,4.0588,0.8278,0.0000
4.2911,46.5310,3.7666,0.8712,0.0000
4.1971,46.7051,4.0918,0.8654,0.0000
4.1945,46.5809,4.2070,0.8749,0.0000
4.1486,46.5823,4.0368,0.8680,0.0000
4.3157,46.7066,3.7937,0.8380,0.0000
4.1919,46.5393,4.0304,0.8441,0.0000
4.1368,46.7058,4.6337,0.9810,0.0000
4.1820,46.5640,4.0707,0.9360,0.0000
4.2740,46.4326,3.8272,0.8786,0.0000
4.1497,46.5994,4.0426,0.8916,0.0000
4.1535,46.6699,4.1768,0.8565,0.0000
4.5362,46.6306,4.0761,0.8519,0.0000
4.2821,46.9524,3.9297,0.7937,0.0000
4.1647,46.7046,4.0345,0.8285,0.0000
4.1981,46.6517,4.1273,0.8834,0.0000
4.1254,46.6628,4.7405,1.0928,0.0000
4.5103,46.5050,4.0871,0.9203,0.0000
4.1497,46.6206,4.0839,0.8655,0.0000
4.2501,46.7505,3.9089,0.9181,0.0000
4.1370,46.6274,4.0773,0.8603,0.0000
4.1645,46.6774,4.0602,0.8329,0.0000
4.2847,46.4342,3.8531,0.8379,0.0000
4.1578,46.5310,4.1328,0.8514,0.0000
4.1649,46.6227,4.0592,0.9073,0.0000
4.1920,46.4583,3.8271,0.9203,0.0000
4.2455,46.5382,4.0521,0.9008,0.0000
4.1615,46.5333,4.1332,0.8715,0.0000
4.2620,46.5052,4.2230,0.8502,0.0000
5.3562,46.5663,4.0944,1.0109,0.0000
4.1458,46.6209,4.0529,0.9007,0.0000
4.2175,46.6657,3.9269,0.8382,0.0000
4.1404,46.5734,4.1061,0.8773,0.0000
4.1628,46.6395,4.0690,0.9361,0.0000
4.1285,46.5979,4.1558,0.8632,0.0000
4.1945,46.6222,4.0494,0.9137,0.0000
4.1592,46.5442,4.0872,0.8531,0.0000
4.3046,46.3851,3.8030,0.8588,0.0000
4.2035,46.4856,4.0891,0.9898,0.0000
4.1822,46.5349,4.1580,0.9051,0.0000
4.2395,46.5281,4.0590,0.9224,0.0000
4.3084,46.5008,3.8241,0.8675,0.0000
4.1729,46.5884,4.0825,0.8545,0.0000
4.1482,46.5295,4.1506,0.8916,0.0000
4.2448,46.6311,4.0680,0.8699,0.0000
4.2772,46.4277,3.7691,0.9080,0.0000
4.1693,46.6143,4.0795,0.9094,0.0000
4.1755,46.5794,4.1842,0.8694,0.0000
4.1581,46.6382,4.0385,0.9102,0.0000
4.2999,46.3560,3.7998,0.9462,0.0000
4.1601,46.5778,4.1068,0.8983,0.0000
4.1444,47.2553,4.2445,0.8791,0.0000
4.1785,46.6408,4.0739,0.9432,0.0000
4.2869,46.3119,3.7647,0.8829,0.0000
4.1613,46.6756,4.0695,0.9055,0.0000
4.1569,46.5929,4.1902,0.9014,0.0000
4.4668,46.6525,4.0628,0.9039,0.0000
4.3542,46.3493,3.7511,0.9049,0.0000
4.1694,46.6568,4.0505,0.8933,0.0000
4.2030,46.5980,4.2338,0.8620,0.0000
4.4764,46.5960,4.0928,0.8959,0.0000
4.2928,46.3983,3.7481,0.8840,0.0000
4.1482,46.6603,4.0310,0.8806,0.0000
4.1331,46.6521,4.1773,0.9013,0.0000
4.4163,46.6255,4.0798,0.8522,0.0000
4.2908,46.4712,3.7472,0.8890,0.0000
4.1664,46.5764,4.0190,0.9130,0.0000
4.2329,46.5802,4.1683,0.8644,0.0000
4.2057,46.6559,4.0943,0.9171,0.0000
4.2993,46.5006,3.7620,0.8869,0.0000
4.1732,46.5942,4.1111,0.9186,0.0000
4.1783,46.6621,4.2712,1.0508,0.0000
4.1944,46.5984,4.1130,0.8610,0.0000
4.3042,46.6802,3.8260,0.9214,0.0000
4.1867,46.6623,4.0831,0.8571,0.0000
4.1586,46.5908,4.1892,0.8982,0.0000
4.5485,46.5819,4.0775,0.9095,0.0000
4.2750,46.5527,3.7802,0.8697,0.0000
4.2172,46.7264,4.1205,0.8874,0.0000
4.1798,46.6023,4.2539,0.9505,0.0000
4.5336,46.6824,4.1119,0.8750,0.0000
4.2554,46.3136,3.8290,0.9456,0.0000
4.1681,46.4899,4.0411,0.9574,0.0000
4.1498,46.6298,4.1750,0.9023,0.0000
4.5323,46.5403,4.0776,0.9532,0.0000
4.3192,46.6389,3.7816,0.8548,0.0000
4.1685,46.6342,4.0717,0.8916,0.0000
4.1726,46.6420,4.1844,0.9217,0.0000
4.5237,46.6238,4.0820,0.9272,0.0000
4.3147,46.4992,3.7651,0.9123,0.0000
4.1654,46.6639,4.0563,0.8899,0.0000
4.1757,46.6524,4.2094,0.9724,0.0000
4.3132,46.6313,4.0944,0.8584,0.0000
4.2955,46.3975,3.7821,0.9455,0.0000
4.1795,46.6184,4.0462,0.8709,0.0000
4.1701,46.6365,4.2218,0.8682,0.0000
4.5142,46.5963,4.0867,0.8941,0.0000
4.3103,46.6755,3.7572,0.8938,0.0000
4.2094,46.5004,4.1100,0.9072,0.0000
4.1886,46.4567,4.2273,0.9030,0.0000
4.1659,46.4795,4.0220,0.8807,0.0000
4.2777,46.3095,3.8371,0.8746,0.0000
4.1641,46.5579,4.0459,0.8616,0.0000
4.1444,46.4190,4.1231,0.9128,0.0000
4.2000,46.5101,4.0624,0.8852,0.0000
4.2813,46.4780,3.8294,0.9726,0.0000
4.2042,46.4374,4.0535,0.9059,0.0000
4.2102,46.4884,4.2038,0.8725,0.0000
4.2372,46.4324,4.1907,0.9039,0.0000
4.3053,46.4642,3.8508,0.8801,0.0000
4.1719,46.5687,4.0372,0.8688,0.0000
4.1596,46.5195,4.1835,0.8974,0.0000
4.2196,46.4701,4.0817,0.8963,0.0000
4.2805,46.5070,3.7754,0.8801,0.0000
4.1762,46.5176,4.1238,0.9012,0.0000
4.1900,46.5934,4.1732,0.8550,0.0000
4.1758,46.5144,4.0397,0.8991,0.0000
4.3056,46.2594,3.8273,0.8746,0.0000
4.2129,46.4854,4.1034,0.9283,0.0000
4.1489,46.4591,4.2233,0.8798,0.0000
4.2136,46.5831,4.1203,0.8717,0.0000
4.2851,46.3695,3.8197,0.8658,0.0000
4.1779,46.4419,4.1140,0.8926,0.0000
4.1542,46.4608,4.1682,0.8860,0.0000
4.1673,46.4069,4.0982,0.9198,0.0000
4.2889,46.3548,3.8271,0.9207,0.0000
4.1726,46.3755,4.1282,0.9494,0.0000
4.1682,46.4604,4.2924,0.9148,0.0000
4.4425,46.5629,4.1309,0.8781,0.0000
4.3339,46.4033,3.8196,0.9040,0.0000
4.1293,46.5429,4.0483,0.9009,0.0000
4.1573,46.5539,4.2093,0.8855,0.0000
4.3503,46.5312,4.0693,0.8438,0.0000
4.3667,46.2036,3.7338,0.8628,0.0000
4.2305,46.4281,4.0813,0.9028,0.0000
4.1433,46.5268,4.2295,0.8879,0.0000
4.1723,46.3928,4.0459,0.8953,0.0000
4.2724,46.4537,3.8479,0.8663,0.0000
4.1794,46.4741,4.0686,0.9258,0.0000
4.1530,46.4499,4.1797,0.9038,0.0000
4.1717,46.5016,4.0809,0.9148,0.0000
4.3809,46.4837,3.7955,0.9284,0.0000
4.2000,46.6417,4.0967,0.9485,0.0000
4.2173,46.5282,4.1850,0.8883,0.0000
4.2642,46.4753,4.1156,0.9168,0.0000
4.2798,46.3962,3.8106,0.8665,0.0000
4.1560,46.4708,4.0839,0.8650,0.0000
4.2171,46.4580,4.2163,1.0461,0.0000
4.4141,46.3385,4.0998,0.9466,0.0000
4.2922,46.6255,3.8232,0.8656,0.0000
4.2019,46.5441,4.0524,0.8928,0.0000
4.2000,46.4745,4.1955,0.8947,0.0000
4.4573,46.4983,4.0967,0.9050,0.0000
4.3132,46.4312,3.8105,0.9205,0.0000
4.1483,46.4848,4.1070,0.8880,0.0000
4.2043,46.4420,4.2214,0.8898,0.0000
4.2047,46.5630,4.1117,0.9028,0.0000
4.4125,46.6371,3.7288,0.8460,0.0000
4.1687,46.4440,4.1355,0.9425,0.0000
4.1254,46.4832,4.2922,0.8777,0.0000
4.1790,46.5409,4.1658,0.9683,0.0000
4.2721,46.3960,3.7426,0.9280,0.0000
4.2272,46.5479,4.1010,1.0254,0.0000
4.1433,46.5467,4.2678,0.9748,0.0000
4.1841,46.5409,4.1137,0.9186,0.0000
4.3202,46.5086,3.7081,0.9803,0.0000
4.1646,46.5212,4.0739,0.9038,0.0000
4.1587,46.5464,4.2030,0.9232,0.0000
4.2284,46.5002,4.1216,0.9249,0.0000
4.3283,46.8561,3.7376,0.9414,0.0000
4.1366,46.5438,4.1395,0.9000,0.0000
4.1395,46.5777,4.2904,0.8834,0.0000
4.1641,46.5574,4.1066,0.9708,0.0000
4.2557,46.7915,3.7293,0.9122,0.0000
4.1569,46.5468,4.0745,0.9143,0.0000
4.1295,46.5563,4.7122,1.0470,0.0000
4.1919,46.5242,4.0815,0.9244,0.0000
4.2609,46.3551,3.7972,0.9327,0.0000
4.1378,46.6582,4.1407,0.9132,0.0000
4.2078,46.5638,4.2685,0.9530,0.0000
4.1645,46.5175,4.1303,0.9344,0.0000
4.3049,46.5243,3.7313,0.9430,0.0000
4.1491,46.5495,4.1025,0.9392,0.0000
4.1351,46.5723,4.2393,0.9779,0.0000
4.7405,46.4330,4.0996,0.9369,0.0000
4.3394,46.4808,3.7597,0.9744,0.0000
4.1386,46.5935,4.1266,0.9882,0.0000
4.1255,46.5232,4.2901,0.9737,0.0000
4.7502,46.3963,4.1345,0.9696,0.0000
4.5213,46.4078,3.7844,0.9607,0.0000
4.1609,46.5072,4.1044,0.9621,0.0000
4.1380,46.5774,4.1958,0.9595,0.0000
4.4589,46.4367,4.1622,0.9627,0.0000
4.3122,46.4943,3.8224,0.9644,0.0000
4.1264,46.3464,4.1370,0.9705,0.0000
4.1497,46.3780,4.2219,1.0310,0.0000
4.2128,46.4935,4.1404,1.0413,0.0000
4.2703,46.3190,3.8057,0.9870,0.0000
4.1375,46.4537,4.1778,0.9897,0.0000
4.1420,46.3721,4.2603,0.8963,0.0000
4.1874,46.5174,4.1183,0.9404,0.0000
4.2939,46.5281,3.8601,0.9288,0.0000
4.1707,46.5150,4.1176,0.9356,0.0000
4.1416,46.5094,4.7364,1.0900,0.0000
4.2029,46.4834,4.1831,1.0564,0.0000
4.3045,46.6419,3.8619,1.0289,0.0000
4.1369,46.5817,4.1486,0.9532,0.0000
4.1653,46.5378,4.2466,1.0058,0.0000
4.1831,46.6404,4.0855,0.9515,0.0000
4.2747,46.7507,3.8691,1.0071,0.0000
4.1307,46.5310,4.1484,1.0133,0.0000
4.1822,46.7052,4.2851,1.0497,0.0000
4.1563,46.4749,4.1997,1.0219,0.0000
4.3038,46.3221,3.8357,1.0285,0.0000
4.1496,46.4708,4.1008,1.0425,0.0000
4.1316,46.4234,4.2409,0.9871,0.0000
4.6692,46.5184,4.1423,0.9924,0.0000
4.2536,46.4295,3.8642,1.0178,0.0000
4.1571,46.4924,4.1466,1.0485,0.0000
4.1501,46.6202,4.2937,1.0345,0.0000
4.1894,46.6294,4.1270,1.0304,0.0000
4.2745,46.4283,3.9732,1.0568,0.0000
4.1552,46.4109,4.1777,1.0692,0.0000
4.1345,46.5107,4.2874,0.9920,0.0000
4.1866,46.4561,4.1960,1.0280,0.0000
4.2784,46.3795,3.9021,0.9892,0.0000
4.1817,46.4649,4.1423,1.0013,0.0000
4.1452,46.5403,4.2291,1.0483,0.0000
4.2522,46.2414,4.1778,0.9880,0.0000
4.3065,46.3910,3.9795,1.0934,0.0000
4.1690,46.4389,4.2077,1.0509,0.0000
4.1700,46.4956,4.2906,1.0054,0.0000
4.4089,46.4152,4.2019,0.9769,0.0000
4.2683,46.2708,3.9146,0.9906,0.0000
4.1441,46.4561,4.1206,1.0237,0.0000
4.1445,46.5674,4.2607,0.9288,0.0000
5.0054,46.3597,4.1661,0.9832,0.0000
4.5735,46.9569,3.8386,0.9671,0.0000
4.2243,46.5473,4.0975,1.0653,0.0000
4.1696,46.4642,4.2306,1.0119,0.0000
4.8931,46.5475,4.1566,0.9914,0.0000
4.2822,46.6921,3.8204,0.9718,0.0000
4.1746,46.5704,4.1610,0.9723,0.0000
4.1542,46.5605,4.2759,1.0546,0.0000
4.1682,46.5743,4.1519,1.0382,0.0000
4.2819,46.3744,3.9135,1.0649,0.0000
4.2015,46.4150,4.1258,1.0221,0.0000
4.1988,46.4943,4.3146,0.9679,0.0000
4.3319,46.4069,4.1759,0.9659,0.0000
4.3196,46.3478,3.9068,0.9763,0.0000
4.1728,46.4816,4.1716,0.9276,0.0000
4.1412,46.5210,4.2735,1.0905,0.0000
4.6341,46.4459,4.1901,0.9902,0.0000
4.3121,46.3002,3.8284,1.0427,0.0000
4.2018,46.4930,4.1120,0.9931,0.0000
4.1526,46.5379,4.2515,0.9775,0.0000
4.3713,46.4806,4.2286,1.2169,0.0000
4.2815,46.3986,3.9526,1.2713,0.0000
4.1744,46.5579,4.1989,1.0719,0.0000
4.1967,46.5502,4.2863,0.9961,0.0000
4.5618,46.6394,4.1912,0.9813,0.0000
4.2775,46.6289,3.8802,1.0074,0.0000
4.2353,46.4922,4.1314,1.0077,0.0000
4.1395,46.5452,4.3059,1.0180,0.0000
4.3339,46.4371,4.2149,1.0472,0.0000
4.3147,46.5472,3.8412,0.9771,0.0000
4.2017,46.4017,4.1491,1.0342,0.0000
4.1669,46.5354,4.3141,0.9922,0.0000
4.5711,46.5038,4.1944,1.1027,0.0000
4.3117,46.4941,3.9083,1.0316,0.0000
4.1888,46.4943,4.1407,1.0948,0.0000
4.2164,46.6289,4.3016,1.0107,0.0000
4.6358,46.5904,4.1628,1.0627,0.0000
4.3182,46.5513,3.7974,0.9756,0.0000
4.1690,46.5466,4.1731,1.0473,0.0000
4.1945,46.4876,4.2277,1.0237,0.0000
4.2605,46.5509,4.1449,1.0502,0.0000
4.3207,46.3341,3.8651,0.9689,0.0000
4.1870,46.3038,4.1346,1.0269,0.0000
4.1965,46.5423,4.3186,0.9984,0.0000
4.3655,46.5882,4.2342,1.2084,0.0000
4.2773,46.3729,3.9083,1.0787,0.0000
4.1687,46.5649,4.1239,1.0513,0.0000
4.1575,46.5435,4.3108,1.1510,0.0000
4.3469,46.5306,4.1888,1.1279,0.0000
4.3353,46.4821,3.8883,0.9905,0.0000
4.1582,46.5380,4.1023,0.9835,0.0000
4.2193,46.5540,4.2891,1.2157,0.0000
4.2111,46.5737,4.1311,1.0131,0.0000
4.3148,46.4926,3.8918,0.9989,0.0000
4.2215,46.5550,4.1546,1.0111,0.0000
4.1655,46.5352,4.2652,0.9673,0.0000
4.3969,46.6257,4.1523,1.0023,0.0000
4.2875,46.3516,3.7751,1.0929,0.0000
4.1712,46.5667,4.1300,1.0120,0.0000
4.1466,46.5775,4.3193,1.0448,0.0000
4.3900,46.6069,4.1394,0.9865,0.0000
4.2785,46.5584,3.8640,0.9095,0.0000
4.1731,46.4316,4.1142,0.9438,0.0000
4.1548,46.4134,4.3315,1.0318,0.0000
4.4272,46.4269,4.2302,1.0092,0.0000
4.3448,46.2400,3.9021,1.0275,0.0000
4.1818,46.4690,4.1060,0.9565,0.0000
4.1846,46.4722,4.3228,1.0366,0.0000
4.4667,46.5882,4.1696,1.2970,0.0000
4.3014,46.4147,3.8367,1.0430,0.0000
4.2351,46.4247,4.1933,0.9756,0.0000
4.1663,46.6414,4.3116,0.9937,0.0000
4.2381,46.6771,4.1950,1.0555,0.0000
4.2766,46.8894,3.8899,1.0165,0.0000
4.1578,46.5898,4.1006,0.9632,0.0000
4.2005,46.5903,4.7011,1.0327,0.0000
4.1984,46.5671,4.1820,0.9852,0.0000
4.3252,47.1394,3.8822,0.9775,0.0000
4.1931,46.5833,4.1272,1.0155,0.0000
4.1663,46.3970,4.3034,1.0173,0.0000
4.2445,46.5236,4.1264,0.9635,0.0000
4.3563,46.4098,3.9018,0.9835,0.0000
4.1579,46.5526,4.1664,0.9494,0.0000
4.1783,46.4695,4.2581,0.9073,0.0000
4.1838,46.5685,4.1721,1.0650,0.0000
4.2930,46.4454,3.8976,0.9657,0.0000
4.1927,46.5671,4.1270,0.9355,0.0000
4.1593,46.4640,4.2646,0.8848,0.0000
4.1942,46.5477,4.1517,0.8863,0.0000
4.3097,46.8920,3.8658,0.9495,0.0000
4.1759,46.5905,4.1806,0.9314,0.0000
4.1518,46.5138,4.8175,1.1565,0.0000
4.1750,46.5333,4.1437,0.9539,0.0000
4.2590,46.4678,3.9038,1.0374,0.0000
4.1823,46.5433,4.1256,1.0166,0.0000
4.1764,46.5999,4.2826,0.9231,0.0000
4.2464,46.5479,4.1343,0.9115,0.0000
4.3401,46.7272,3.9162,0.9193,0.0000
4.1954,46.6519,4.1401,0.8982,0.0000
4.1872,46.5767,4.7472,1.0616,0.0000
4.1894,46.6219,4.1320,1.0107,0.0000
4.3545,46.4360,3.8686,0.9423,0.0000
4.1918,46.5786,4.1325,0.9360,0.0000
4.1685,46.6367,4.2732,0.9499,0.0000
4.1847,46.5516,4.1906,1.0450,0.0000
4.2786,46.4060,3.8801,1.0549,0.0000
4.1668,46.5635,4.1073,0.9575,0.0000
4.1438,46.4817,4.2716,1.0604,0.0000
4.4008,46.5381,4.1420,0.9929,0.0000
4.3158,46.2644,3.8695,0.9814,0.0000
4.1807,46.5282,4.0997,1.0092,0.0000
4.1830,46.5765,4.2133,0.9732,0.0000
4.2223,46.3989,4.1526,0.9403,0.0000
4.2642,46.8542,3.8583,0.9320,0.0000
4.1436,46.5570,4.0776,0.9126,0.0000
4.1240,46.5364,4.6791,1.1048,0.0000
4.2299,46.4925,4.1023,0.9290,0.0000
4.2737,46.3384,3.8960,0.8936,0.0000
4.1853,46.4936,4.0738,0.9574,0.0000
4.1659,46.5298,4.2322,0.8809,0.0000
4.5355,46.5328,4.1178,0.9740,0.0000
4.2880,46.6150,3.7830,0.9386,0.0000
4.1934,46.5839,4.1370,0.9526,0.0000
4.1849,46.5457,4.2688,0.9677,0.0000
4.7012,46.5278,4.1337,0.9675,0.0000
4.4279,46.5581,3.8483,0.9180,0.0000
4.2138,46.5765,4.1622,1.0019,0.0000
4.1862,46.5784,4.2479,0.9347,0.0000
4.5227,46.5025,4.1184,0.9784,0.0000
4.4194,46.5287,3.7883,0.9579,0.0000
4.1808,46.6701,4.0666,0.9552,0.0000
4.1637,46.4523,4.0757,0.9570,0.0000
4.6337,46.3604,4.1250,0.9913,0.0000
4.1527,46.4749,4.0933,0.9909,0.0000
4.2113,46.4716,3.8066,1.0868,0.0000
4.2164,46.4954,4.0905,0.9902,0.0000
4.1958,46.4235,4.1340,1.0112,0.0000
4.1205,46.5886,4.3541,1.0437,0.0000
4.7190,46.5118,4.1311,0.9810,0.0000
4.1475,46.4976,4.1536,0.9797,0.0000
4.2762,46.9349,4.0242,0.8835,0.0000
4.1693,46.5150,4.1361,1.0320,0.0000
4.1888,46.4662,4.1378,0.9958,0.0000
4.1655,46.5319,4.2552,1.0077,0.0000
5.2173,46.6292,4.1691,1.0256,0.0000
4.1532,46.4846,4.1390,1.0434,0.0000
4.2362,46.4575,3.9626,0.9259,0.0000
4.1719,46.6099,4.1897,1.0127,0.0000
4.1887,46.5131,4.1264,1.0685,0.0000
4.1473,46.6111,4.2409,1.0010,0.0000
4.4069,46.4939,4.1918,1.2445,0.0000
4.1957,46.4526,4.1135,1.0956,0.0000
4.2347,46.9562,3.9841,0.9441,0.0000
4.2351,46.5158,4.1305,1.0414,0.0000
4.2019,46.4707,4.1047,0.9404,0.0000
4.1697,46.5269,4.3274,1.0125,0.0000
5.2220,46.6563,4.1252,0.9883,0.0000
4.2110,46.5340,4.1240,0.9980,0.0000
4.2591,46.5978,4.0778,0.9796,0.0000
4.1628,46.5339,4.1307,1.0214,0.0000
4.1598,46.6801,4.1255,0.9539,0.0000
4.2466,46.5719,4.2639,1.0467,0.0000
5.2520,46.5195,4.1585,1.0960,0.0000
4.1620,46.5531,4.1994,1.0811,0.0000
4.2610,46.4095,3.8573,1.0426,0.0000
4.1761,46.5362,4.1902,1.0553,0.0000
4.1241,46.5205,4.3431,1.0462,0.0000
4.4819,46.5977,4.2240,1.1890,0.0000
4.3147,46.3362,3.9558,1.0344,0.0000
4.1720,46.4756,4.2244,1.1783,0.0000
4.1769,46.5262,4.3470,1.2586,0.0000
4.2706,46.5068,4.2047,1.2519,0.0000
4.2880,46.5749,3.9863,1.2584,0.0000
4.1850,46.4400,4.2121,1.0651,0.0000
4.1627,46.5627,4.3108,1.1548,0.0000
4.4450,46.5622,4.2361,1.2254,0.0000
4.3330,46.5728,3.8906,1.0479,0.0000
4.1611,46.5361,4.1691,1.2422,0.0000
4.2032,46.6591,4.3290,1.2146,0.0000
4.2223,46.5144,4.1957,1.2504,0.0000
4.3398,46.4994,3.9374,1.2292,0.0000
4.1971,46.4850,4.2097,1.3348,0.0000
4.1691,46.5999,4.2955,1.1860,0.0000
4.2075,46.5422,4.1888,1.2332,0.0000
4.2587,46.6259,3.9382,1.2172,0.0000
4.1662,46.6016,4.2187,1.1903,0.0000
4.1501,46.5782,4.2755,1.0810,0.0000
4.3184,46.6232,4.2146,1.2081,0.0000
4.3027,46.4871,3.9175,1.2209,0.0000
4.1968,46.5395,4.1665,1.1596,0.0000
4.2484,46.4739,4.3076,1.1628,0.0000
4.3068,46.3857,4.3239,1.1965,0.0000
4.4115,46.8413,4.0044,1.0513,0.0000
4.2105,46.4668,4.1733,1.2135,0.0000
4.1969,46.5826,4.2589,1.0847,0.0000
4.1581,46.5866,4.1353,0.9866,0.0000
4.3064,46.3697,3.9419,1.0780,0.0000
4.2118,46.5333,4.1090,1.0484,0.0000
4.1730,46.4381,4.3054,1.1925,0.0000
4.2316,46.4061,4.2129,1.0747,0.0000
4.3381,46.4548,3.9539,1.2090,0.0000
4.1645,46.5163,4.2264,1.2532,0.0000
4.1595,46.5324,4.3071,1.2330,0.0000
4.1958,46.5400,4.1873,1.1783,0.0000
4.3228,46.3860,3.9342,1.1822,0.0000
4.2011,46.3709,4.2418,1.2062,0.0000
4.1670,46.5179,4.3291,1.2094,0.0000
4.3073,46.4249,4.2489,1.2083,0.0000
4.3110,46.5001,3.8969,1.2709,0.0000
4.1881,46.4363,4.1808,1.2327,0.0000
4.1906,46.4764,4.3157,1.0808,0.0000
4.1757,46.5091,4.2190,1.2211,0.0000
4.2756,46.4434,3.9019,1.0686,0.0000
4.1882,46.4844,4.1947,1.0666,0.0000
4.1726,46.4916,4.2830,1.0061,0.0000
4.5160,46.4570,4.1548,0.9975,0.0000
4.3160,46.3015,3.8935,0.9755,0.0000
4.2968,46.5018,4.0920,1.0271,0.0000
4.1525,46.4973,4.2586,1.0437,0.0000
4.4694,46.5083,4.1646,0.9904,0.0000
4.2710,46.3972,4.1441,0.9233,0.0000
4.1930,46.5177,4.1421,1.0762,0.0000
4.1523,46.4808,4.2098,0.9750,0.0000
4.2962,46.4576,3.7717,0.9333,0.0000
4.1464,46.5129,4.1581,1.0723,0.0000
4.1349,46.5651,4.1451,1.0425,0.0000
4.2768,46.5936,3.7522,0.9576,0.0000
4.2010,46.5130,4.1362,0.9595,0.0000
4.1865,46.5546,4.1475,1.0850,0.0000
4.1356,46.5572,4.2918,0.9636,0.0000
5.0426,46.6204,4.1223,0.9580,0.0000
4.1959,46.3752,4.1771,1.0634,0.0000
4.5630,46.3870,3.7651,0.9544,0.0000
4.1739,46.5570,4.1274,0.9264,0.0000
4.1617,46.6165,4.3147,1.0556,0.0000
4.6961,46.5241,4.1373,1.0344,0.0000
4.2866,46.4993,3.7705,1.0838,0.0000
4.1425,46.4417,4.1637,1.1780,0.0000
4.1141,46.5591,4.2411,1.0023,0.0000
4.3224,46.5829,4.1095,1.0240,0.0000
4.3219,46.4806,3.7252,0.9834,0.0000
4.1753,46.6371,4.1217,1.0263,0.0000
4.1735,46.4354,4.2137,0.9783,0.0000
4.4431,46.3734,4.1556,0.9881,0.0000
4.2740,46.5208,3.7360,0.9711,0.0000
4.1558,46.5689,4.0852,1.0361,0.0000
4.1304,46.5698,4.7198,1.2639,0.0000
4.2818,46.5988,4.0710,0.9646,0.0000
