preprocessing_time,inference_time,postprocessing_time,tracking_time,network_time
7.3215,41.5017,16.4925,6.4502,45.2341
7.4427,41.8813,16.8284,6.6338,48.2138
7.0765,40.0676,16.1803,6.3009,47.3747
7.4492,41.9124,14.9246,6.1240,45.5898
7.2521,41.3469,15.2391,6.0744,46.0875
7.4667,41.7932,14.7492,6.0272,45.9637
7.5706,41.5553,15.4196,6.1502,42.3043
9.4976,40.6928,14.9679,6.3720,48.4697
7.5688,41.7365,13.3713,5.9955,54.3279
7.6430,43.9258,15.4774,6.3152,61.6386
9.2914,41.7472,15.5257,6.2125,64.2232
8.4915,41.4733,15.0019,6.1159,52.9174
7.5771,41.8008,15.4432,6.1414,62.0375
7.4445,41.7562,14.1744,5.9304,52.6945
7.5025,43.0327,15.0549,6.0694,60.3405
7.4314,43.0323,15.5750,6.1064,61.8549
7.3829,41.0369,14.7141,6.0861,38.7800
7.3043,41.5468,15.1935,6.0296,62.9258
7.5281,41.7470,15.7661,5.8930,63.0658
7.4301,41.7615,16.9425,6.1853,60.6806
7.7183,41.4159,16.8749,6.1944,64.7965
7.4770,41.6414,19.2001,6.2666,59.4149
7.4739,41.6241,17.6593,6.2571,62.9856
7.4459,41.5391,17.5541,6.4716,58.9893
7.5144,41.6144,17.0617,6.3841,56.4254
7.4841,42.1375,17.1040,6.5351,58.7393
10.5223,43.0059,18.7226,6.6469,66.1023
9.6151,43.1196,17.4734,6.8219,63.9700
8.0431,41.5046,18.0661,6.9907,64.3955
7.5810,41.7924,16.2286,6.6485,63.7495
7.4829,41.6269,17.0135,6.5691,55.3076
7.5629,41.5099,16.3577,6.5584,60.0111
7.5455,44.6336,16.5273,6.5808,65.7128
7.5395,41.9766,14.9769,6.5222,65.9848
7.3175,41.7202,15.8004,6.3837,53.7782
7.4805,41.6732,17.2418,6.1867,52.4178
7.5620,41.6558,17.2887,6.3851,52.1084
7.5780,41.6809,16.3468,6.5305,55.8638
7.6419,41.8061,15.7454,6.2099,63.5967
7.5593,42.1328,16.2959,6.3226,65.6894
7.4122,41.4134,15.6439,6.2733,46.2572
7.5164,41.6814,15.6293,6.0074,46.1655
7.4020,41.5366,15.1048,5.8570,46.0996
7.5309,42.0725,14.9367,5.8286,46.6313
9.9539,43.8260,15.2164,5.9946,51.0091
9.5849,42.7880,15.2278,5.6968,70.7025
10.2460,43.1105,15.7183,5.8861,63.0391
7.5133,41.7369,15.4522,5.4181,64.8795
7.5280,41.5277,15.6313,5.4376,60.8754
7.5777,41.4315,16.1490,5.5621,59.2797
