preprocessing_time,inference_time,postprocessing_time,tracking_time,network_time
5.7139,32.1238,0.3340,3.7267,40.1016
5.7445,32.0733,0.3343,3.5334,55.3145
5.7108,29.9406,0.3359,3.3488,41.6639
5.7483,30.5886,0.3717,3.2847,52.0067
5.7218,31.1179,0.3359,3.2921,63.5323
5.7514,30.0932,0.3343,3.2303,62.5908
5.6791,30.1616,0.3357,3.2504,61.5732
5.7297,31.1658,0.3362,3.4239,37.3444
5.8253,30.5068,0.3340,3.4552,32.8787
5.6934,30.4911,0.3357,3.6647,41.8151
5.6758,29.6202,0.3343,3.4947,54.8750
5.6517,30.6439,0.3743,3.2530,57.0771
5.6310,31.5337,0.3414,3.5272,51.9667
5.6417,31.1084,0.3476,3.2728,64.6295
5.6288,30.3016,0.3343,3.2542,55.4811
5.6453,31.6229,0.3579,3.5038,40.8701
7.0291,31.5928,0.3331,3.4385,44.6065
6.2242,28.9464,0.3314,3.2580,46.2400
5.6391,30.4425,0.3338,3.2587,48.3259
5.6386,29.4158,0.3314,3.4268,61.1874
5.7104,28.3298,0.3345,3.2434,60.3819
5.6579,31.0409,0.3726,3.3495,64.5791
5.6577,31.7388,0.3908,3.4914,56.7213
5.6827,29.6011,0.3321,3.2747,29.1094
7.7810,32.9888,0.4771,3.6304,27.1227
6.1204,29.3953,0.4425,6.0420,37.9998
7.5865,41.0922,0.3815,3.5691,52.3707
5.7175,32.0206,0.3934,3.4902,40.3783
6.2037,35.2631,0.3986,3.5503,44.5843
5.5883,32.0065,0.3941,3.3219,48.6892
5.5668,32.4841,0.4110,3.3171,49.2210
5.7192,32.3253,0.3920,3.2966,46.2669
5.5859,32.8348,0.3908,3.4959,59.6926
5.5776,34.1563,0.3917,3.3615,58.5129
5.7509,34.0831,0.3951,3.4034,60.3675
5.6520,34.2398,0.3912,3.5441,46.1729
5.5871,34.3659,0.3865,3.8435,45.8170
5.5926,36.3443,0.3958,3.5481,57.1192
5.5940,36.4804,0.4110,3.7057,57.8089
5.6660,34.2929,0.4141,3.5036,48.1234
7.6201,37.0781,0.4084,3.8331,63.0603
6.3555,32.6333,0.3908,3.4904,61.1300
5.6844,32.6898,0.3924,3.8207,58.4127
5.6179,34.3592,0.4270,3.3760,62.2199
5.6448,34.1396,0.3936,3.3009,53.5211
5.6179,34.3764,0.3943,3.2806,33.3308
