preprocessing_time,inference_time,postprocessing_time,tracking_time,network_time
5.6369,37.6132,0.3777,3.6952,50.6770
5.6269,36.2608,0.4413,3.4447,51.2263
5.6341,35.7676,0.3927,3.3996,54.8060
5.6667,36.5822,0.3996,3.2198,62.1317
7.3702,35.4121,0.3963,3.7482,67.0732
7.6804,37.0946,0.3960,3.8240,57.0050
7.4286,35.4657,0.3958,3.7262,55.9837
7.4165,33.7818,0.3355,3.3050,58.1612
5.6603,31.9490,0.3343,3.7153,56.3411
5.5633,31.2684,0.3343,3.3839,49.4501
5.5044,30.2858,0.3350,3.1829,59.6919
5.5327,32.1951,0.3748,3.3460,60.5514
5.4588,32.7301,0.3481,3.2930,64.1700
5.5759,34.0998,0.3521,3.3960,56.5762
5.5094,30.2114,0.3288,3.4945,37.4559
5.6016,29.7971,0.3326,3.4018,46.8669
5.4994,30.2846,0.3340,3.7360,41.1460
5.5916,29.4724,0.3355,3.5441,42.0564
5.5408,30.4360,0.3369,3.0968,42.5895
12.1663,47.4682,0.4811,5.0015,57.8829
8.6696,41.3847,0.4947,5.0244,56.4266
7.4606,39.6757,0.4699,4.4155,60.9783
6.3260,32.6900,0.3920,3.4671,55.1249
5.5325,39.2711,0.3769,3.8142,38.0053
5.5561,37.2882,0.3791,3.7293,60.0473
5.4274,39.6047,0.3951,3.7670,58.8058
5.5528,38.5480,0.3777,3.9272,61.5943
5.4934,36.7301,0.4001,3.8199,59.5565
5.5058,36.3383,0.4036,3.6845,57.0678
5.4784,37.2033,0.3939,3.8908,54.0336
5.4898,35.9678,0.3943,3.5191,58.6290
5.4736,36.3209,0.3941,3.7816,60.0298
5.4970,36.4695,0.3936,3.7556,55.8843
5.4169,38.3387,0.3767,4.0455,53.8222
5.5547,37.0052,0.3772,3.7699,58.2930
5.5773,35.8233,0.4015,3.8135,62.3844
5.5475,37.2124,0.4046,3.8085,62.0270
5.4581,37.7283,0.3779,4.0853,37.3504
5.4376,35.9592,0.3672,4.1738,28.0622
5.4460,38.8813,0.3626,4.3056,27.0045
6.1762,36.9446,0.3662,4.4272,43.0858
5.4121,38.1980,0.8328,5.0862,46.4709
5.5561,38.2175,0.3791,4.6542,39.1931
6.1345,38.1074,0.3774,4.7481,60.6326
5.6167,39.3589,0.3841,4.5247,53.1156
5.5523,39.8993,0.3774,4.3674,41.8036
5.6050,37.7910,0.3757,4.1254,41.1029
6.1584,40.2763,0.3860,4.4611,38.7182
5.5797,35.7287,0.3920,4.1714,47.1282
5.5933,39.0563,0.3917,4.2326,47.7261
5.6987,38.9149,0.3769,4.5884,58.4211
5.5892,39.4771,0.3748,4.3726,67.1863
5.5788,39.3908,0.3805,4.5292,60.1207
5.6145,38.7690,0.3769,4.8127,56.4269
7.1807,40.1628,0.4032,4.4858,54.7675
5.5888,37.7755,0.3829,3.9403,61.3125
5.6677,39.4170,0.3767,4.0252,56.5134
5.6605,43.4422,0.3784,4.5342,55.9847
5.6407,41.1401,0.3760,4.6568,61.1864
5.7702,40.1688,0.3777,5.7883,56.8950
7.0179,40.4453,0.3865,5.3391,65.8112
6.1970,40.7476,0.3958,5.2090,40.4506
5.6741,43.9279,0.4332,5.3923,61.5725
5.6472,41.8649,0.3972,4.8599,61.2308
5.4770,38.6686,0.3529,4.5452,23.9563
5.3625,38.2016,0.3331,4.8530,30.2498
5.4765,37.2210,0.3593,4.8933,49.0499
5.7089,43.4294,0.4029,5.2199,48.2389
5.6784,41.0907,0.3772,5.0426,62.8111
5.7313,39.1994,0.3779,4.5760,63.1154
6.9008,44.9650,0.3803,4.5412,60.2127
5.6241,41.5969,0.3896,4.5438,57.8456
5.6434,40.6525,0.3812,4.9632,46.3597
5.9061,43.1743,0.3989,5.0926,62.4281
5.5871,41.5492,0.3769,5.2640,60.2228
5.7504,39.0072,0.3824,5.1074,59.7526
5.6691,38.9743,0.3772,4.6997,57.2797
5.6758,48.2662,0.3870,5.0261,59.6449
7.0560,38.5954,0.3810,4.7338,46.2338
6.2354,37.2219,0.3841,4.4870,50.6716
6.0542,39.2900,0.4187,4.6961,64.5410
5.7204,40.5638,0.3848,4.5428,50.7882
5.7080,39.4859,0.3777,4.3912,48.0372
5.6515,40.8201,0.3920,4.2424,33.8940
5.6791,39.4921,0.3767,4.2386,48.2135
5.6880,40.8037,0.3886,4.4584,42.6613
5.7266,37.9307,0.4232,4.5495,57.3700
5.7161,37.5473,0.3774,4.5168,62.8424
5.7037,39.9051,0.4163,4.3955,58.5794
5.6670,39.1774,0.3786,4.5450,65.2320
5.6503,40.6635,0.3760,4.5948,60.7154
5.6779,39.9952,0.4189,4.5888,61.3192
7.7932,32.8002,0.5085,5.1122,57.7859
5.5740,41.0366,0.3788,4.5891,53.4215
5.7740,40.6144,0.3929,4.8189,63.3998
5.7144,41.4155,0.3793,4.8501,55.6407
5.7065,42.6681,0.3767,5.0228,61.2259
5.6925,39.6578,0.3839,4.5681,57.6977
7.1688,42.1450,0.3858,4.8885,42.4119
6.2933,42.0601,0.3777,4.7450,59.5239
5.7449,42.3310,0.4396,4.5824,55.9021
5.7764,40.0498,0.3839,4.6244,60.1655
5.6894,40.6621,0.3800,4.9629,59.3056
5.7044,38.3375,0.3839,4.3871,48.1871
5.7106,38.7378,0.3774,4.4086,45.7656
5.7034,40.1015,0.3870,4.2427,61.5654
5.6708,39.4161,0.3777,3.9690,57.5664
5.7068,39.9523,0.3781,4.0095,58.9533
5.8880,41.1398,0.3762,4.1127,59.4833
5.6641,39.6383,0.3784,3.9504,59.3688
5.7280,39.1390,0.3791,4.2667,56.4872
5.7092,38.0976,0.3798,4.0169,65.7965
5.7049,37.5791,0.3784,3.8209,51.5167
6.8879,39.3651,0.4618,4.2355,57.0497
5.5685,38.9190,0.3786,4.2748,59.8591
5.7490,38.5897,0.3827,4.0812,47.1974
7.6165,40.2935,0.3903,4.2987,46.4010
6.4051,37.6561,0.3779,4.0843,60.4766
5.6689,39.6302,0.4368,4.2057,54.0584
7.7455,37.3106,0.4108,4.7815,59.7516
7.5738,37.6911,0.4134,5.2323,57.0894
7.5407,36.1626,0.3939,5.2915,43.6113
7.6063,31.5020,0.3352,3.9566,44.5999
5.7466,31.3935,0.3359,3.9659,42.5581
6.3789,33.9141,0.3860,4.3144,47.0066
5.7564,32.2604,0.3371,4.2453,59.4008
5.7240,31.8441,0.3338,3.8986,34.1995
5.7199,32.7547,0.3371,3.8278,45.3605
5.6701,34.2295,0.3340,4.1804,50.5860
5.6851,31.1866,0.3350,3.8211,47.9722
5.6572,31.2216,0.3536,3.5765,64.1911
5.6424,31.4832,0.3333,3.5257,60.0154
5.7130,31.6534,0.3335,3.5219,59.7782
