frame_number,prep_ms,inference_ms,post_ms,tracking_ms,opflow_ms
1,41.1021,56.6455,56.4041,0.0686,3.2111
2,0.0000,0.0000,0.0000,0.0241,5.5719
3,0.0000,0.0000,0.0000,0.0218,4.8210
4,0.0000,0.0000,0.0000,0.0212,4.9307
5,3.5732,46.4744,4.8840,0.1491,0.7979
6,0.0000,0.0000,0.0000,0.0219,5.6058
7,0.0000,0.0000,0.0000,0.0280,5.7085
8,0.0000,0.0000,0.0000,0.0225,5.3196
9,3.6202,47.2019,5.0176,0.1286,0.9750
10,0.0000,0.0000,0.0000,0.0229,5.5950
11,0.0000,0.0000,0.0000,0.0215,5.6770
12,0.0000,0.0000,0.0000,0.0222,5.4906
13,3.8617,48.0965,5.2012,0.1361,0.8940
14,0.0000,0.0000,0.0000,0.0217,5.4116
15,0.0000,0.0000,0.0000,0.0227,5.6080
16,0.0000,0.0000,0.0000,0.0233,5.0139
17,3.9515,48.6330,4.8447,0.1230,1.2438
18,0.0000,0.0000,0.0000,0.0230,5.3166
19,0.0000,0.0000,0.0000,0.0221,5.7067
20,0.0000,0.0000,0.0000,0.0231,6.5334
21,3.7410,48.4069,4.5294,0.1303,1.1210
22,0.0000,0.0000,0.0000,0.0233,5.5892
23,0.0000,0.0000,0.0000,0.0226,7.0224
24,0.0000,0.0000,0.0000,0.0258,6.0840
25,4.4842,49.5686,4.5764,0.1513,1.4611
26,0.0000,0.0000,0.0000,0.0220,5.4545
27,0.0000,0.0000,0.0000,0.0224,9.2261
28,0.0000,0.0000,0.0000,0.0210,5.9778
29,3.9923,46.5474,4.6873,0.1431,1.6097
30,0.0000,0.0000,0.0000,0.0225,6.0523
31,0.0000,0.0000,0.0000,0.0272,5.3232
32,0.0000,0.0000,0.0000,0.0223,6.0192
33,4.2482,49.2395,4.9535,0.1313,1.3475
34,0.0000,0.0000,0.0000,0.0186,3.2164
35,0.0000,0.0000,0.0000,0.0206,4.3609
36,0.0000,0.0000,0.0000,0.0195,4.5772
37,3.7853,46.4370,4.3136,0.1337,2.6507
38,0.0000,0.0000,0.0000,0.0191,3.6105
39,0.0000,0.0000,0.0000,0.0188,3.9942
40,0.0000,0.0000,0.0000,0.0203,3.7570
41,3.9569,46.9019,4.3285,0.1243,2.0806
42,0.0000,0.0000,0.0000,0.0203,3.7724
43,0.0000,0.0000,0.0000,0.0188,4.0731
44,0.0000,0.0000,0.0000,0.0162,4.2058
45,4.0750,48.7677,3.9753,0.1272,4.7096
46,0.0000,0.0000,0.0000,0.0219,6.6106
47,0.0000,0.0000,0.0000,0.0237,5.8190
48,0.0000,0.0000,0.0000,0.0230,5.3745
49,3.9257,48.2913,4.1717,0.1270,2.4954
50,0.0000,0.0000,0.0000,0.0200,5.8223
51,0.0000,0.0000,0.0000,0.0197,10.2510
52,0.0000,0.0000,0.0000,0.0162,4.6008
53,3.9847,47.4977,4.3453,0.1581,4.8017
54,0.0000,0.0000,0.0000,0.0184,5.6686
55,0.0000,0.0000,0.0000,0.0002,4.5753
56,0.0000,0.0000,0.0000,0.0002,0.4504
57,4.1134,47.3275,4.1556,0.1643,2.9989
58,0.0000,0.0000,0.0000,0.0168,5.5081
59,0.0000,0.0000,0.0000,0.0169,2.5094
60,0.0000,0.0000,0.0000,0.0177,2.8809
61,4.4818,49.8285,4.0331,0.1253,4.2315
62,0.0000,0.0000,0.0000,0.0151,7.2362
63,0.0000,0.0000,0.0000,0.0160,2.3992
64,0.0000,0.0000,0.0000,0.0163,2.9446
65,4.0723,49.7850,3.9919,0.1497,4.4108
66,0.0000,0.0000,0.0000,0.0161,5.2080
67,0.0000,0.0000,0.0000,0.0168,2.9619
68,0.0000,0.0000,0.0000,0.0170,2.6573
69,4.3351,49.4591,4.1637,0.1403,3.1607
70,0.0000,0.0000,0.0000,0.0159,5.4393
71,0.0000,0.0000,0.0000,0.0181,2.6147
72,0.0000,0.0000,0.0000,0.0203,3.7395
73,4.5181,48.5930,4.2915,0.1357,3.3139
74,0.0000,0.0000,0.0000,0.0155,5.0863
75,0.0000,0.0000,0.0000,0.0166,2.5368
76,0.0000,0.0000,0.0000,0.0170,2.5002
77,3.9653,49.4022,4.1650,0.1267,4.6940
78,0.0000,0.0000,0.0000,0.0151,8.2100
79,0.0000,0.0000,0.0000,0.0164,2.7176
80,0.0000,0.0000,0.0000,0.0169,2.5809
81,4.2749,50.9612,4.0569,0.1171,3.3487
82,0.0000,0.0000,0.0000,0.0157,5.5916
83,0.0000,0.0000,0.0000,0.0171,2.5954
84,0.0000,0.0000,0.0000,0.0172,4.4441
85,5.0844,51.3682,4.0798,0.1598,3.6011
86,0.0000,0.0000,0.0000,0.0217,6.6068
87,0.0000,0.0000,0.0000,0.0196,6.7734
88,0.0000,0.0000,0.0000,0.0212,3.7171
89,4.2430,50.1892,3.9128,0.1277,3.2709
90,0.0000,0.0000,0.0000,0.0164,5.6927
91,0.0000,0.0000,0.0000,0.0176,2.9204
92,0.0000,0.0000,0.0000,0.0165,2.9863
93,4.6804,50.8148,4.3269,0.1333,3.9285
94,0.0000,0.0000,0.0000,0.0154,5.7777
95,0.0000,0.0000,0.0000,0.0157,2.7296
96,0.0000,0.0000,0.0000,0.0177,2.5188
97,4.2469,49.7901,4.0085,0.1322,3.3727
98,0.0000,0.0000,0.0000,0.0161,5.2082
99,0.0000,0.0000,0.0000,0.0171,2.4270
100,0.0000,0.0000,0.0000,0.0170,2.3730
101,4.0568,49.4319,3.9867,0.1113,3.7951
102,0.0000,0.0000,0.0000,0.0176,5.4521
103,0.0000,0.0000,0.0000,0.0190,3.7139
104,0.0000,0.0000,0.0000,0.0208,4.0891
105,4.0925,48.8645,3.9717,0.1121,5.0352
106,0.0000,0.0000,0.0000,0.0185,5.4970
107,0.0000,0.0000,0.0000,0.0192,4.0547
108,0.0000,0.0000,0.0000,0.0206,4.8906
109,4.6785,49.5468,3.9088,0.1213,3.5613
110,0.0000,0.0000,0.0000,0.0229,5.1266
111,0.0000,0.0000,0.0000,0.0182,5.6932
112,0.0000,0.0000,0.0000,0.0194,3.6600
113,4.4469,51.0589,3.8492,0.1212,3.9482
114,0.0000,0.0000,0.0000,0.0232,5.7400
115,0.0000,0.0000,0.0000,0.0229,5.3406
116,0.0000,0.0000,0.0000,0.0235,5.3391
117,4.0838,49.3802,3.9552,0.1053,3.2452
118,0.0000,0.0000,0.0000,0.0229,5.3621
119,0.0000,0.0000,0.0000,0.0191,5.7324
120,0.0000,0.0000,0.0000,0.0157,4.3871
121,4.1481,48.1353,3.8262,0.1167,3.8808
122,0.0000,0.0000,0.0000,0.0181,5.5564
123,0.0000,0.0000,0.0000,0.0200,4.0170
124,0.0000,0.0000,0.0000,0.0172,4.1118
125,4.0551,48.9500,4.1058,0.1219,3.1673
126,0.0000,0.0000,0.0000,0.0214,4.9184
127,0.0000,0.0000,0.0000,0.0240,5.1061
128,0.0000,0.0000,0.0000,0.0231,5.5077
129,3.9594,48.0912,3.8905,0.1376,3.9610
130,0.0000,0.0000,0.0000,0.0211,5.1759
131,0.0000,0.0000,0.0000,0.0229,5.0369
132,0.0000,0.0000,0.0000,0.0224,4.8348
133,4.0957,49.6165,4.0573,0.1049,3.3967
134,0.0000,0.0000,0.0000,0.0194,5.0540
135,0.0000,0.0000,0.0000,0.0187,3.9293
136,0.0000,0.0000,0.0000,0.0201,3.7871
137,4.1030,49.2029,3.8544,0.1066,3.9069
138,0.0000,0.0000,0.0000,0.0230,5.1881
139,0.0000,0.0000,0.0000,0.0231,5.2056
140,0.0000,0.0000,0.0000,0.0228,5.6189
141,4.0623,49.3586,4.1017,0.1227,3.1787
142,0.0000,0.0000,0.0000,0.0236,4.9263
143,0.0000,0.0000,0.0000,0.0218,5.2696
144,0.0000,0.0000,0.0000,0.0227,5.3195
145,4.0932,48.1576,3.8636,0.1141,3.8759
146,0.0000,0.0000,0.0000,0.0221,5.3477
147,0.0000,0.0000,0.0000,0.0232,4.9919
148,0.0000,0.0000,0.0000,0.0212,5.4702
149,3.9091,47.7462,4.0064,0.1059,3.2957
150,0.0000,0.0000,0.0000,0.0176,5.2860
151,0.0000,0.0000,0.0000,0.0191,4.2946
152,0.0000,0.0000,0.0000,0.0191,4.1992
153,3.9709,48.0913,3.7436,0.1432,3.9641
154,0.0000,0.0000,0.0000,0.0232,5.2029
155,0.0000,0.0000,0.0000,0.0211,5.3973
156,0.0000,0.0000,0.0000,0.0220,5.0175
157,4.0820,49.2241,4.7024,0.1319,7.5161
158,0.0000,0.0000,0.0000,0.0182,5.6235
159,0.0000,0.0000,0.0000,0.0199,4.5168
160,0.0000,0.0000,0.0000,0.0203,4.1233
161,4.3353,49.7972,3.7887,0.1279,4.0036
162,0.0000,0.0000,0.0000,0.0177,5.5458
163,0.0000,0.0000,0.0000,0.0198,3.7830
164,0.0000,0.0000,0.0000,0.0214,3.7321
165,4.2714,49.2647,4.0852,0.1078,3.2839
166,0.0000,0.0000,0.0000,0.0219,4.5856
167,0.0000,0.0000,0.0000,0.0196,5.5220
168,0.0000,0.0000,0.0000,0.0200,4.0459
169,4.5842,53.0251,4.0053,0.1320,4.0893
170,0.0000,0.0000,0.0000,0.0216,5.1813
171,0.0000,0.0000,0.0000,0.0228,5.0686
172,0.0000,0.0000,0.0000,0.0236,4.9520
173,4.2703,50.6283,3.9646,0.1041,3.2550
174,0.0000,0.0000,0.0000,0.0226,4.7171
175,0.0000,0.0000,0.0000,0.0200,6.1414
176,0.0000,0.0000,0.0000,0.0196,3.9465
177,4.1093,48.9984,3.8258,0.1163,3.6015
178,0.0000,0.0000,0.0000,0.0188,5.9465
179,0.0000,0.0000,0.0000,0.0195,3.8561
180,0.0000,0.0000,0.0000,0.0204,4.1046
181,4.1159,49.0808,3.9494,0.1155,3.4223
182,0.0000,0.0000,0.0000,0.0185,5.8785
183,0.0000,0.0000,0.0000,0.0199,4.0818
184,0.0000,0.0000,0.0000,0.0203,3.8001
185,3.8885,48.4581,3.7580,0.1360,3.5562
186,0.0000,0.0000,0.0000,0.0226,5.2415
187,0.0000,0.0000,0.0000,0.0217,4.9799
188,0.0000,0.0000,0.0000,0.0191,5.1379
189,4.0904,48.4615,4.0208,0.1483,3.5221
190,0.0000,0.0000,0.0000,0.0249,5.7983
191,0.0000,0.0000,0.0000,0.0236,5.4949
192,0.0000,0.0000,0.0000,0.0247,5.7960
193,3.6475,46.5124,3.7272,0.1091,3.6256
194,0.0000,0.0000,0.0000,0.0205,6.2963
195,0.0000,0.0000,0.0000,0.0230,4.8114
196,0.0000,0.0000,0.0000,0.0249,5.7641
197,4.0603,46.2710,4.5835,0.1162,4.5703
198,0.0000,0.0000,0.0000,0.0229,5.8156
199,0.0000,0.0000,0.0000,0.0206,6.6101
200,0.0000,0.0000,0.0000,0.0221,4.8869
201,3.9111,47.2452,3.7478,0.1432,3.5841
202,0.0000,0.0000,0.0000,0.0267,6.8094
203,0.0000,0.0000,0.0000,0.0246,7.0535
204,0.0000,0.0000,0.0000,0.0249,8.5739
